key,instruction_raw,instruction_uni,level_id,sample_id,reward_enum,feature_name,sub_condition,condition_0,condition_1,condition_2,condition_3,condition_4
dm000170,"The map has very few disconnected floor regions, with the walkable space mostly merged into one area.","The map has very few disconnected passable regions, with the walkable space mostly merged into one area.",000170,Doom1_E2M3_003,0,region,,3.0,,,,
dm000171,The floor forms one large connected area with only a few separate sections.,The walkable space forms one large connected area with only a few separate sections.,000171,Doom1_E2M3_004,0,region,,2.0,,,,
dm000172,The map has a very small number of disconnected floor areas.,The map has a very small number of disconnected passable regions.,000172,Doom1_E2M3_005,0,region,,2.0,,,,
dm000173,The map has a very small number of disconnected floor areas.,The map has a very small number of disconnected passable regions.,000173,Doom1_E2M3_006,0,region,,3.0,,,,
dm000174,The dungeon has very few disconnected floor regions.,The map has very few disconnected empty regions.,000174,Doom1_E2M3_007,0,region,,3.0,,,,
dm000175,"The floor, spawn, and item areas form very few disconnected regions.","The empty, interactive, and collectable areas form very few disconnected regions.",000175,Doom1_E2M3_008,0,region,,1.0,,,,
dm000176,The dungeon has very few disconnected floor areas.,The map has very few disconnected passable regions.,000176,Doom1_E2M3_009,0,region,,2.0,,,,
dm000177,The map has very few disconnected floor regions.,The map has very few disconnected passable regions.,000177,Doom1_E2M3_010,0,region,,3.0,,,,
dm000178,"The map has very few disconnected floor regions, with most areas linked into a few large spaces.","The map has very few disconnected passable regions, with most empty and interactive space linked into a few large areas.",000178,Doom1_E2M3_011,0,region,,3.0,,,,
dm000179,The dungeon has very few disconnected floor regions.,The map has very few disconnected passable regions.,000179,Doom1_E2M3_012,0,region,,2.0,,,,
dm000180,The map has very few disconnected floor areas.,The map has very few disconnected passable regions.,000180,Doom1_E2M3_013,0,region,,2.0,,,,
dm000181,"The dungeon has very few disconnected floor regions, with doors and spawn points linking most of the space together.","The map has very few disconnected passable regions, with interactive tiles linking most of the space together.",000181,Doom1_E2M3_014,0,region,,1.0,,,,
dm000182,"The dungeon has very few disconnected floor regions, with most passable space merged into one area.","The map has very few disconnected passable regions, with most empty and interactive space merged into one area.",000182,Doom1_E2M4_000,0,region,,2.0,,,,
dm000183,The dungeon has very few disconnected floor regions.,The map has very few disconnected passable regions.,000183,Doom1_E2M4_001,0,region,,1.0,,,,
