key,instruction_raw,instruction_uni,level_id,sample_id,reward_enum,feature_name,sub_condition,condition_0,condition_1,condition_2,condition_3,condition_4
zl000033,The floor is split into a few regions.,The empty space is split into a few regions.,000033,tloz1_2_r0_c0_rot90,0,region,,1.0,,,,
zl000034,A few disconnected floor regions appear here.,A few disconnected empty regions appear here.,000034,tloz1_2_r0_c1,0,region,,1.0,,,,
zl000035,Few connected floors are spread apart.,Few connected empty regions are spread apart.,000035,tloz1_2_r0_c1_rot90,0,region,,1.0,,,,
zl000036,The floor is mostly open and connected.,The empty space is mostly connected.,000036,tloz1_2_r0_c2,0,region,,1.0,,,,
zl000037,The dungeon has few separate floor regions.,The map has few separate passable regions.,000037,tloz1_2_r0_c2_rot90,0,region,,1.0,,,,
zl000038,The dungeon has only one passable region.,The map has only one empty region.,000038,tloz1_2_r0_c3,0,region,,1.0,,,,
zl000039,The dungeon has a marginally disconnected floor area.,The map has marginally disconnected empty space.,000039,tloz1_2_r0_c3_rot90,0,region,,1.0,,,,
zl000040,The dungeon has marginally disconnected floors.,The map has marginally disconnected empty regions.,000040,tloz1_2_r0_c4,0,region,,1.0,,,,
zl000041,A rare few passable regions are present.,A rare few empty regions are present.,000041,tloz1_2_r0_c4_rot90,0,region,,1.0,,,,
zl000042,The dungeon has rare connected floors.,The map has rare connected empty regions.,000042,tloz1_2_r0_c5,0,region,,1.0,,,,
zl000043,A few separate floor regions are divided by walls.,A few separate empty regions are divided by walls.,000043,tloz1_2_r0_c5_rot90,0,region,,1.0,,,,
zl000044,The floor forms one connected region.,The empty space forms one connected region.,000044,tloz1_2_r0_c6,0,region,,1.0,,,,
zl000045,The floor is mostly one connected region.,The empty space is mostly one connected region.,000045,tloz1_2_r0_c6_rot90,0,region,,1.0,,,,
zl000046,The floors form one open region with rare separations.,The empty space forms one open region with rare separations.,000046,tloz1_2_r0_c7,0,region,,1.0,,,,
zl000047,Passable regions are mostly connected.,Passable regions are mostly connected.,000047,tloz1_2_r0_c7_rot90,0,region,,1.0,,,,
zl000048,Few disconnected floor regions appear here.,Few disconnected empty regions appear here.,000048,tloz1_2_r1_c0,0,region,,1.0,,,,
zl000049,The dungeon has one marginal connected floor region.,The map has one marginal connected empty region.,000049,tloz1_2_r1_c0_rot90,0,region,,1.0,,,,
zl000050,The floor is nearly one connected region.,The empty space is nearly one connected region.,000050,tloz1_2_r1_c1,0,region,,1.0,,,,
zl000051,The dungeon has few separated floor areas.,The map has few separated passable regions.,000051,tloz1_2_r1_c1_rot90,0,region,,1.0,,,,
zl000052,The floor is mostly open and connected.,The empty space is mostly connected.,000052,tloz1_2_r1_c3,0,region,,0.0,,,,
zl000053,Few floors are split by walls and a door.,Few passable regions are split by walls and an interactive.,000053,tloz1_2_r1_c4,0,region,,2.0,,,,
zl000054,The floor is split into a few regions.,The empty space is split into a few regions.,000054,tloz1_2_r1_c4_rot90,0,region,,2.0,,,,
zl000055,The dungeon has many separate floor regions.,The map has many separate empty regions.,000055,tloz1_2_r1_c6,0,region,,5.0,,,,
zl000056,The dungeon is split into many isolated floor regions.,The map has many isolated passable regions.,000056,tloz1_2_r1_c6_rot90,0,region,,5.0,,,,
zl000057,The floor forms one open region with few blocks and objects.,The empty space forms one open region with few interactive tiles.,000057,tloz1_2_r1_c7,0,region,,1.0,,,,
zl000058,Passable areas are rare.,Passable regions are rare.,000058,tloz1_2_r1_c7_rot90,0,region,,1.0,,,,
zl000059,The dungeon is mostly one connected floor.,The map is mostly one connected empty region.,000059,tloz2_1_r0_c6,0,region,,1.0,,,,
zl000060,The floor is almost fully connected.,The empty space is almost fully connected.,000060,tloz2_1_r1_c0,0,region,,1.0,,,,
zl000061,Passable area is marginally split.,Passable space is marginally split.,000061,tloz2_1_r1_c0_rot90,0,region,,1.0,,,,
zl000062,Passable space is nearly one connected room.,Empty space is nearly one connected area.,000062,tloz2_1_r1_c6,0,region,,1.0,,,,
zl000063,The floor forms one mostly connected region.,The empty space forms one mostly connected region.,000063,tloz2_1_r1_c6_rot90,0,region,,1.0,,,,
zl000064,Few floor regions are disconnected.,Few passable regions are disconnected.,000064,tloz2_1_r1_c7,0,region,,1.0,,,,
zl000065,The floor is nearly fully connected.,The passable space is nearly fully connected.,000065,tloz2_1_r1_c7_rot90,0,region,,1.0,,,,
zl000066,The floors form one open region with one door.,The empty space forms one open region with one interactive tile.,000066,tloz2_1_r2_c0,0,region,,0.0,,,,
zl000067,The floor is mostly one connected region.,The empty space is mostly one connected region.,000067,tloz2_1_r2_c1,0,region,,1.0,,,,
zl000068,Floors form a nearly single connected region.,Empty spaces form a nearly single connected region.,000068,tloz2_1_r2_c1_rot90,0,region,,1.0,,,,
zl000069,The floor is marginally split by walls and doors.,The empty space is marginally split by walls and interactive tiles.,000069,tloz2_1_r2_c2,0,region,,1.0,,,,
zl000070,The dungeon has a marginal number of separate floor regions.,The map has a marginal number of separate empty regions.,000070,tloz2_1_r2_c2_rot90,0,region,,1.0,,,,
zl000071,The dungeon is mostly one open floor area.,The map is mostly one connected empty region.,000071,tloz2_1_r2_c3,0,region,,0.0,,,,
zl000072,The dungeon has one open floor region.,The map has one open empty region.,000072,tloz2_1_r2_c4,0,region,,1.0,,,,
zl000073,The floor is mostly one connected region.,The empty space is mostly one connected region.,000073,tloz2_1_r2_c4_rot90,0,region,,1.0,,,,
zl000074,The floor forms one mostly connected region.,The empty space forms one mostly connected region.,000074,tloz2_1_r2_c5,0,region,,1.0,,,,
zl000075,Few disconnected floor regions appear here.,Few disconnected passable regions appear here.,000075,tloz2_1_r2_c5_rot90,0,region,,1.0,,,,
zl000076,The floor is mostly one connected region.,The empty space is mostly one connected region.,000076,tloz2_1_r2_c6,0,region,,1.0,,,,
zl000077,Regions are rare in this dungeon.,Separate regions are rare here.,000077,tloz2_1_r2_c6_rot90,0,region,,1.0,,,,
zl000078,Few separate floor areas appear in this dungeon.,Few separate empty areas appear here.,000078,tloz2_1_r2_c7,0,region,,1.0,,,,
zl000079,The dungeon has few separate floor regions.,The map has few separate empty regions.,000079,tloz2_1_r2_c7_rot90,0,region,,1.0,,,,
zl000080,The floor has very few disconnected regions.,The empty space has very few disconnected regions.,000080,tloz2_1_r3_c1,0,region,,0.0,,,,
zl000081,Only one passable region is visible.,Only one passable region is visible.,000081,tloz2_1_r3_c2,0,region,,1.0,,,,
zl000082,The dungeon has a marginally fragmented floor.,The map has marginally fragmented empty space.,000082,tloz2_1_r3_c2_rot90,0,region,,1.0,,,,
zl000083,Passable tiles form a few sparse regions.,Passable space forms a few sparse regions.,000083,tloz2_1_r3_c3,0,region,,1.0,,,,
zl000084,The dungeon has one open region.,The map has one open region.,000084,tloz2_1_r3_c3_rot90,0,region,,1.0,,,,
zl000085,The dungeon has few separated floor regions.,The map has few separated empty regions.,000085,tloz2_1_r3_c4,0,region,,1.0,,,,
zl000086,The dungeon has a single connected floor region.,The map has a single connected empty region.,000086,tloz2_1_r3_c4_rot90,0,region,,1.0,,,,
zl000087,Few disconnected floor regions are present.,Few disconnected empty regions are present.,000087,tloz2_1_r3_c5,0,region,,1.0,,,,
zl000088,The dungeon has few disconnected floor regions.,The map has few disconnected empty regions.,000088,tloz2_1_r3_c5_rot90,0,region,,1.0,,,,
zl000089,The dungeon has a marginal number of separate floor regions.,The map has a marginal number of separate empty regions.,000089,tloz2_1_r3_c6,0,region,,1.0,,,,
zl000090,The floor forms one connected region.,The empty space forms one connected region.,000090,tloz2_1_r3_c6_rot90,0,region,,1.0,,,,
zl000091,The dungeon has almost one open region.,The map has almost one open region.,000091,tloz2_2_r0_c1,0,region,,1.0,,,,
zl000092,The dungeon has few disconnected FLOOR regions.,The map has few disconnected empty regions.,000092,tloz2_2_r0_c2,0,region,,1.0,,,,
zl000093,The dungeon has a few disconnected floor regions.,The map has few disconnected empty regions.,000093,tloz2_2_r0_c2_rot90,0,region,,1.0,,,,
zl000094,The dungeon has marginal separate floor regions.,The map has marginal separate empty regions.,000094,tloz2_2_r0_c3,0,region,,1.0,,,,
zl000095,The floor forms one large connected region.,The empty space forms one large connected region.,000095,tloz2_2_r0_c3_rot90,0,region,,1.0,,,,
zl000096,"The floor is almost fully connected, with few separate areas.","The empty space is almost fully connected, with few separate areas.",000096,tloz2_2_r0_c4,0,region,,1.0,,,,
zl000097,The dungeon is mostly one connected floor.,The map has mostly one connected empty region.,000097,tloz2_2_r0_c4_rot90,0,region,,1.0,,,,
zl000098,Few disconnected floor regions are present.,Few disconnected passable regions are present.,000098,tloz2_2_r0_c5,0,region,,1.0,,,,
zl000099,The dungeon has one connected floor region.,The map has one connected passable region.,000099,tloz2_2_r0_c5_rot90,0,region,,1.0,,,,
zl000100,Few disconnected floor regions are present.,Few disconnected empty regions are present.,000100,tloz2_2_r0_c6,0,region,,1.0,,,,
zl000101,The dungeon has few disconnected floor regions.,The map has few disconnected empty regions.,000101,tloz2_2_r0_c6_rot90,0,region,,1.0,,,,
zl000102,The dungeon is marginally split by walls and blocks.,The map is marginally split by walls and interactives.,000102,tloz2_2_r0_c7,0,region,,1.0,,,,
zl000103,Passable regions are scarce here.,Passable regions are scarce here.,000103,tloz2_2_r0_c7_rot90,0,region,,1.0,,,,
zl000104,"The FLOOR is nearly continuous, with rare separated regions.","Empty space is nearly continuous, with rare separated regions.",000104,tloz2_2_r1_c0,0,region,,1.0,,,,
zl000105,The dungeon has few disconnected floor regions.,The map has few disconnected empty regions.,000105,tloz2_2_r1_c0_rot90,0,region,,1.0,,,,
zl000106,The dungeon has a marginally disconnected floor.,The map has marginally disconnected empty regions.,000106,tloz2_2_r1_c1,0,region,,1.0,,,,
zl000107,The dungeon has few disconnected floor regions.,The map has few disconnected empty regions.,000107,tloz2_2_r1_c1_rot90,0,region,,1.0,,,,
zl000108,The dungeon has several disconnected floor regions.,The map has several disconnected empty regions.,000108,tloz2_2_r1_c2,0,region,,3.0,,,,
zl000109,The floor is split into several regions.,The empty space is split into several regions.,000109,tloz2_2_r1_c2_rot90,0,region,,3.0,,,,
zl000110,The floor forms one open region.,The empty space forms one open region.,000110,tloz2_2_r1_c3,0,region,,1.0,,,,
zl000111,The dungeon has one marginal floor region.,The map has one marginal empty region.,000111,tloz2_2_r1_c3_rot90,0,region,,1.0,,,,
zl000112,The dungeon has a marginal number of regions.,The map has a marginal number of regions.,000112,tloz2_2_r1_c4,0,region,,1.0,,,,
zl000113,The passable region is marginal.,The passable region is marginal.,000113,tloz2_2_r1_c4_rot90,0,region,,1.0,,,,
zl000114,The dungeon has a rare separate floor region.,The map has rare separate passable regions.,000114,tloz2_2_r1_c5,0,region,,1.0,,,,
zl000115,The dungeon has only one open region.,The map has only one passable region.,000115,tloz2_2_r1_c5_rot90,0,region,,1.0,,,,
zl000116,The dungeon is almost entirely connected.,The map is almost entirely connected.,000116,tloz2_2_r2_c1,0,region,,1.0,,,,
zl000117,The dungeon is mostly one open floor region.,The map is mostly one open empty region.,000117,tloz2_2_r2_c1_rot90,0,region,,1.0,,,,
zl000118,Passable areas are rare.,Passable regions are rare.,000118,tloz2_2_r2_c2,0,region,,1.0,,,,
zl000119,The floor forms a mostly connected region.,The empty space forms a mostly connected region.,000119,tloz2_2_r2_c2_rot90,0,region,,1.0,,,,
zl000120,The dungeon has one main passable region.,The map has one main empty region.,000120,tloz2_2_r2_c3,0,region,,1.0,,,,
zl000121,Few disconnected floor regions appear here.,Few disconnected empty regions appear here.,000121,tloz2_2_r2_c3_rot90,0,region,,1.0,,,,
zl000122,The dungeon has one connected floor region.,The map has one connected passable region.,000122,tloz2_2_r2_c4,0,region,,1.0,,,,
zl000123,The floor is almost all one region.,The empty space is almost all one region.,000123,tloz2_2_r2_c4_rot90,0,region,,1.0,,,,
zl000124,The dungeon has one main region.,The map has one main region.,000124,tloz2_2_r2_c5,0,region,,1.0,,,,
zl000125,The dungeon has one marginal passable region.,The map has one marginal passable region.,000125,tloz2_2_r2_c5_rot90,0,region,,1.0,,,,
zl000126,The floor is sparse and mostly connected.,The empty space is sparse and mostly connected.,000126,tloz2_2_r2_c6,0,region,,1.0,,,,
zl000127,Passable areas are nearly unified with few gaps.,Passable space is nearly unified with few gaps.,000127,tloz2_2_r2_c6_rot90,0,region,,1.0,,,,
zl000128,The floor is mostly connected with rare splits.,The empty space is mostly connected with rare splits.,000128,tloz2_2_r2_c7,0,region,,1.0,,,,
zl000129,The dungeon has few disconnected floor regions.,The map has few disconnected empty regions.,000129,tloz2_2_r2_c7_rot90,0,region,,1.0,,,,
zl000130,The dungeon has rare disconnected floor regions.,The map has rare disconnected empty regions.,000130,tloz3_1_r0_c2,0,region,,1.0,,,,
zl000131,The dungeon has one marginal floor region.,The map has one marginal empty region.,000131,tloz3_1_r0_c3,0,region,,1.0,,,,
zl000132,Passable areas are mostly one open region.,Passable areas are mostly one open region.,000132,tloz3_1_r0_c3_rot90,0,region,,1.0,,,,
zl000133,The dungeon has few separate floor areas.,The map has few separate walkable regions.,000133,tloz3_1_r0_c4,0,region,,1.0,,,,
zl000134,The floor forms one large connected region.,The empty space forms one large connected region.,000134,tloz3_1_r0_c4_rot90,0,region,,1.0,,,,
zl000135,Floor space is mostly connected.,Empty space is mostly connected.,000135,tloz3_1_r1_c0,0,region,,1.0,,,,
zl000136,The dungeon has a single connected floor region.,The map has a single connected empty region.,000136,tloz3_1_r1_c0_rot90,0,region,,1.0,,,,
zl000137,The dungeon has a reasonable number of disconnected floor regions.,The map has a reasonable number of disconnected empty regions.,000137,tloz3_1_r1_c2,0,region,,3.0,,,,
zl000138,The dungeon has several disconnected floor regions.,The map has several disconnected passable regions.,000138,tloz3_1_r1_c2_rot90,0,region,,3.0,,,,
zl000139,The floors form one connected area with a rare door.,The empty space forms one connected area with rare interactive tiles.,000139,tloz3_1_r1_c3,0,region,,1.0,,,,
zl000140,The floor is mostly open in one region.,The walkable space is mostly one empty region.,000140,tloz3_1_r2_c0,0,region,,0.0,,,,
zl000141,Passable regions are nearly unified.,Passable areas are nearly unified.,000141,tloz3_1_r2_c1,0,region,,1.0,,,,
zl000142,The FLOOR region is rare.,The empty region is rare.,000142,tloz3_1_r2_c1_rot90,0,region,,1.0,,,,
zl000143,Few floor regions are disconnected here.,Few empty regions are disconnected here.,000143,tloz3_1_r2_c2,0,region,,1.0,,,,
zl000144,Only one small connected floor region appears.,Only one small connected empty region appears.,000144,tloz3_1_r2_c2_rot90,0,region,,1.0,,,,
zl000145,FLOOR is in one open region.,Empty is in one open region.,000145,tloz3_1_r2_c3,0,region,,1.0,,,,
zl000146,The floor is split by rare disconnected regions.,The empty space is split into rare disconnected regions.,000146,tloz3_1_r2_c3_rot90,0,region,,1.0,,,,
zl000147,FLOOR tiles form a mostly connected dungeon.,Empty tiles form a mostly connected map.,000147,tloz3_1_r2_c4,0,region,,1.0,,,,
zl000148,The dungeon is mostly one connected floor space.,The map is mostly one connected empty space.,000148,tloz3_1_r2_c4_rot90,0,region,,1.0,,,,
zl000149,The FLOOR forms one mostly open region.,The empty space forms one mostly open region.,000149,tloz3_1_r2_c5,0,region,,1.0,,,,
zl000150,The dungeon has few disconnected floor regions.,The map has few disconnected passable regions.,000150,tloz3_1_r2_c5_rot90,0,region,,1.0,,,,
zl000151,The dungeon has few disconnected regions.,The map has few disconnected empty regions.,000151,tloz3_1_r3_c2,0,region,,1.0,,,,
zl000152,Few disconnected floor regions are present.,Few disconnected empty regions are present.,000152,tloz3_1_r3_c2_rot90,0,region,,1.0,,,,
zl000153,Passable tiles form a mostly single region.,Passable space forms a mostly single region.,000153,tloz3_1_r3_c3,0,region,,1.0,,,,
zl000154,The dungeon has marginally disconnected floors.,The map has marginally disconnected passable regions.,000154,tloz3_1_r3_c3_rot90,0,region,,1.0,,,,
zl000155,FLOOR areas are sparse and disconnected.,Empty space is sparse and disconnected.,000155,tloz3_1_r3_c5,0,region,,1.0,,,,
zl000156,The map has marginally disconnected floor regions.,The map has marginally disconnected passable regions.,000156,tloz3_1_r3_c5_rot90,0,region,,1.0,,,,
zl000157,The dungeon has one mostly connected floor with few gaps.,The map has one mostly connected empty region with few splits.,000157,tloz3_1_r4_c1,0,region,,1.0,,,,
zl000158,The dungeon has few disconnected floors.,The map has few disconnected walkable regions.,000158,tloz3_1_r4_c1_rot90,0,region,,1.0,,,,
zl000159,The dungeon has few separated floors.,The map has few separated empty regions.,000159,tloz3_1_r4_c2,0,region,,0.0,,,,
zl000160,The dungeon has few disconnected floor regions.,The map has few disconnected empty regions.,000160,tloz3_1_r4_c3,0,region,,1.0,,,,
zl000161,The floor is mostly in one connected region.,The empty space is mostly in one connected region.,000161,tloz3_1_r4_c3_rot90,0,region,,1.0,,,,
zl000162,The dungeon has one marginal passable region.,The map has one marginal passable region.,000162,tloz3_2_r0_c1,0,region,,1.0,,,,
zl000163,Only a few passable regions are separated here.,Only a few passable regions are separated here.,000163,tloz3_2_r0_c1_rot90,0,region,,1.0,,,,
zl000164,The dungeon has one connected floor.,The map has one connected empty region.,000164,tloz3_2_r0_c2,0,region,,1.0,,,,
zl000165,The dungeon has one main passable region.,The map has one main empty region.,000165,tloz3_2_r0_c2_rot90,0,region,,1.0,,,,
zl000166,The dungeon is mostly one open FLOOR region.,The map is mostly one open empty region.,000166,tloz3_2_r2_c0,0,region,,1.0,,,,
zl000167,The dungeon has one marginal split in the floor.,The map has one marginal split in the empty space.,000167,tloz3_2_r2_c0_rot90,0,region,,1.0,,,,
zl000168,The dungeon has marginally disconnected floor regions.,The map has marginally disconnected empty regions.,000168,tloz3_2_r2_c1,0,region,,0.0,,,,
zl000169,The dungeon has a marginal number of separate floors.,The map has a marginal number of separate empty regions.,000169,tloz3_2_r2_c2,0,region,,1.0,,,,
zl000170,The dungeon has a sparse region layout.,The map has sparse disconnected empty regions.,000170,tloz3_2_r2_c2_rot90,0,region,,1.0,,,,
zl000171,The dungeon has a mostly connected floor.,The map has a mostly connected empty area.,000171,tloz3_2_r2_c3,0,region,,1.0,,,,
zl000172,The dungeon has a marginally split FLOOR area.,The map has a marginally split empty area.,000172,tloz3_2_r2_c3_rot90,0,region,,1.0,,,,
zl000173,The floors form one marginal region.,The empty spaces form one marginal region.,000173,tloz3_2_r2_c4,0,region,,1.0,,,,
zl000174,The floor forms one open region with few splits.,The passable area forms one open region with few splits.,000174,tloz3_2_r2_c4_rot90,0,region,,1.0,,,,
zl000175,The dungeon has a few disconnected floor regions.,The map has a few disconnected empty regions.,000175,tloz3_2_r2_c5,0,region,,1.0,,,,
zl000176,The FLOOR is split into a few regions.,The empty space is split into a few regions.,000176,tloz3_2_r2_c5_rot90,0,region,,1.0,,,,
zl000177,The floor is mostly connected.,The empty space is mostly connected.,000177,tloz3_2_r2_c6,0,region,,1.0,,,,
zl000178,The floor forms one mostly connected region.,The empty space forms one mostly connected region.,000178,tloz3_2_r2_c6_rot90,0,region,,1.0,,,,
zl000179,FLOOR is nearly one connected region.,Empty space is nearly one connected region.,000179,tloz3_2_r3_c5,0,region,,0.0,,,,
zl000180,The dungeon has few separate floor regions.,The map has few separate empty regions.,000180,tloz3_2_r3_c6,0,region,,1.0,,,,
zl000181,The FLOOR is in one connected region.,The empty space is in one connected region.,000181,tloz3_2_r3_c6_rot90,0,region,,1.0,,,,
zl000182,The dungeon has marginal disconnected floors.,The map has marginal disconnected empty areas.,000182,tloz4_1_r0_c0,0,region,,0.0,,,,
zl000183,The dungeon has a few disconnected floor regions.,The map has a few disconnected empty regions.,000183,tloz4_1_r0_c1,0,region,,1.0,,,,
zl000184,The dungeon has marginally separated floor regions.,The map has marginally separated empty regions.,000184,tloz4_1_r0_c1_rot90,0,region,,1.0,,,,
zl000185,Passable tiles form a rare disconnected region.,Passable categories form a rare disconnected region.,000185,tloz4_1_r0_c2,0,region,,1.0,,,,
zl000186,The floor forms a nearly single connected region.,The empty space forms a nearly single connected region.,000186,tloz4_1_r0_c2_rot90,0,region,,1.0,,,,
zl000187,The dungeon has slightly disconnected floors.,The map has slightly disconnected empty regions.,000187,tloz4_1_r0_c3,0,region,,2.0,,,,
zl000188,The dungeon has slightly split floors.,The map has slightly split empty regions.,000188,tloz4_1_r0_c3_rot90,0,region,,2.0,,,,
zl000189,Passable regions are nearly continuous.,Passable categories are nearly continuous.,000189,tloz4_1_r0_c4,0,region,,1.0,,,,
zl000190,Walkable floor forms one large connected region.,Passable space forms one large connected region.,000190,tloz4_1_r0_c4_rot90,0,region,,1.0,,,,
zl000191,The floor forms one marginal region.,The empty space forms one marginal region.,000191,tloz4_1_r0_c5,0,region,,1.0,,,,
zl000192,The dungeon has one main passable region.,The map has one main passable region.,000192,tloz4_1_r0_c5_rot90,0,region,,1.0,,,,
zl000193,The dungeon has a mostly connected floor.,The map has a mostly connected empty space.,000193,tloz4_1_r0_c7,0,region,,1.0,,,,
zl000194,The dungeon has many disconnected floor regions.,The map has many disconnected empty regions.,000194,tloz4_1_r1_c0,0,region,,5.0,,,,
zl000195,The FLOOR is split into many disconnected regions.,The empty space is split into many disconnected regions.,000195,tloz4_1_r1_c0_rot90,0,region,,5.0,,,,
zl000196,The dungeon has one connected floor area.,The map has one connected empty area.,000196,tloz4_1_r1_c1,0,region,,0.0,,,,
zl000197,The floor splits into a few disconnected areas.,The empty space splits into a few disconnected regions.,000197,tloz4_1_r1_c2,0,region,,2.0,,,,
zl000198,The dungeon has some disconnected floor regions.,The map has some disconnected empty regions.,000198,tloz4_1_r1_c2_rot90,0,region,,2.0,,,,
zl000199,The dungeon has few disconnected floor regions.,The map has few disconnected passable regions.,000199,tloz4_1_r1_c3,0,region,,1.0,,,,
zl000200,The dungeon has few separate floor regions.,The map has few separate empty regions.,000200,tloz4_1_r1_c3_rot90,0,region,,1.0,,,,
zl000201,The floor is barely split into separate regions.,The empty space is barely split into separate regions.,000201,tloz4_1_r1_c5,0,region,,1.0,,,,
zl000202,The floor is almost fully connected.,The passable space is almost fully connected.,000202,tloz4_1_r1_c5_rot90,0,region,,1.0,,,,
zl000203,Few FLOOR areas are separated here.,Few empty regions are separated here.,000203,tloz4_1_r1_c6,0,region,,1.0,,,,
zl000204,The dungeon has a marginal region split.,The map has a marginal region split.,000204,tloz4_1_r1_c6_rot90,0,region,,1.0,,,,
zl000205,Passable tiles are barely split into separate regions.,Passable categories are barely split into separate regions.,000205,tloz4_1_r1_c7,0,region,,1.0,,,,
zl000206,Passable regions are rare.,Passable regions are rare.,000206,tloz4_1_r1_c7_rot90,0,region,,1.0,,,,
zl000207,The dungeon has few disconnected floor regions.,The map has few disconnected empty regions.,000207,tloz4_1_r2_c0,0,region,,1.0,,,,
zl000208,Walkable areas are sparse.,Passable regions are sparse.,000208,tloz4_1_r2_c0_rot90,0,region,,1.0,,,,
zl000209,The dungeon has few disconnected floor regions.,The map has few disconnected empty regions.,000209,tloz4_1_r2_c1,0,region,,1.0,,,,
zl000210,The dungeon has a marginally fragmented floor.,The map has marginally fragmented empty space.,000210,tloz4_1_r2_c1_rot90,0,region,,1.0,,,,
zl000211,FLOOR tiles are rare and disconnected.,Empty tiles are rare and disconnected.,000211,tloz4_1_r2_c3,0,region,,1.0,,,,
zl000212,Passable regions are rare on this map.,Passable regions are rare on this map.,000212,tloz4_1_r2_c3_rot90,0,region,,1.0,,,,
zl000213,Floor forms one mostly connected region.,Empty space forms one mostly connected region.,000213,tloz4_1_r2_c6,0,region,,1.0,,,,
zl000214,Few passable regions split the dungeon.,Few walkable regions split the map.,000214,tloz4_1_r2_c6_rot90,0,region,,1.0,,,,
