index,key,instruction,instruction_slug,level_id,sample_id
58,000058,a balanced path length with wide characteristics is created,a_balanced_path_length_with_wide_characteristics_is_created,55,8
59,000059,a balanced path length with wide characteristics is created,a_balanced_path_length_with_wide_characteristics_is_created,55,9
60,000060,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,0
61,000061,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,1
62,000062,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,10
63,000063,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,11
64,000064,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,12
65,000065,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,13
66,000066,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,14
67,000067,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,15
68,000068,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,16
69,000069,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,17
70,000070,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,18
71,000071,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,19
72,000072,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,2
73,000073,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,20
74,000074,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,21
75,000075,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,22
76,000076,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,23
77,000077,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,24
78,000078,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,25
79,000079,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,26
80,000080,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,27
81,000081,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,28
82,000082,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,29
83,000083,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,3
84,000084,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,30
85,000085,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,31
86,000086,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,4
87,000087,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,5
88,000088,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,6
89,000089,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,7
90,000090,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,8
91,000091,a bat swarm of clustered units emerges,a_bat_swarm_of_clustered_units_emerges,125,9
92,000092,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,0
93,000093,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,1
94,000094,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,10
95,000095,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,11
96,000096,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,12
97,000097,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,13
98,000098,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,14
99,000099,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,15
100,000100,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,16
101,000101,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,17
102,000102,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,18
103,000103,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,19
104,000104,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,2
105,000105,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,20
106,000106,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,21
107,000107,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,22
108,000108,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,23
109,000109,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,24
110,000110,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,25
111,000111,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,26
112,000112,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,27
113,000113,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,28
114,000114,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,29
115,000115,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,3
116,000116,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,30
117,000117,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,31
118,000118,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,4
119,000119,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,5
120,000120,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,6
121,000121,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,7
122,000122,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,8
123,000123,a bat swarm of scattered units emerges,a_bat_swarm_of_scattered_units_emerges,121,9
124,000124,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,0
125,000125,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,1
126,000126,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,10
127,000127,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,11
128,000128,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,12
129,000129,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,13
130,000130,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,14
131,000131,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,15
132,000132,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,16
133,000133,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,17
134,000134,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,18
135,000135,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,19
136,000136,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,2
137,000137,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,20
138,000138,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,21
139,000139,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,22
140,000140,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,23
141,000141,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,24
142,000142,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,25
143,000143,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,26
144,000144,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,27
145,000145,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,28
146,000146,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,29
147,000147,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,3
148,000148,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,30
149,000149,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,31
150,000150,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,4
151,000151,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,5
152,000152,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,6
153,000153,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,7
154,000154,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,8
155,000155,a cluster of five clustered bats forms,a_cluster_of_five_clustered_bats_forms,102,9
156,000156,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,0
157,000157,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,1
158,000158,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,10
159,000159,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,11
160,000160,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,12
161,000161,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,13
162,000162,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,14
163,000163,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,15
164,000164,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,16
165,000165,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,17
166,000166,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,18
167,000167,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,19
168,000168,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,2
169,000169,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,20
170,000170,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,21
171,000171,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,22
172,000172,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,23
173,000173,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,24
174,000174,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,25
175,000175,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,26
176,000176,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,27
177,000177,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,28
178,000178,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,29
179,000179,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,3
180,000180,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,30
181,000181,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,31
182,000182,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,4
183,000183,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,5
184,000184,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,6
185,000185,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,7
186,000186,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,8
187,000187,a cluster of five scattered bats forms,a_cluster_of_five_scattered_bats_forms,98,9
188,000188,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,0
189,000189,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,1
190,000190,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,10
191,000191,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,11
192,000192,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,12
193,000193,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,13
194,000194,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,14
195,000195,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,15
196,000196,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,16
197,000197,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,17
198,000198,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,18
199,000199,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,19
200,000200,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,2
201,000201,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,20
202,000202,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,21
203,000203,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,22
204,000204,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,23
205,000205,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,24
206,000206,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,25
207,000207,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,26
208,000208,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,27
209,000209,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,28
210,000210,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,29
211,000211,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,3
212,000212,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,30
213,000213,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,31
214,000214,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,4
215,000215,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,5
216,000216,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,6
217,000217,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,7
218,000218,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,8
219,000219,a dense group of clustered bats appears,a_dense_group_of_clustered_bats_appears,117,9
220,000220,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,0
221,000221,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,1
222,000222,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,10
223,000223,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,11
224,000224,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,12
225,000225,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,13
226,000226,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,14
227,000227,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,15
228,000228,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,16
229,000229,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,17
230,000230,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,18
231,000231,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,19
232,000232,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,2
233,000233,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,20
234,000234,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,21
235,000235,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,22
236,000236,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,23
237,000237,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,24
238,000238,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,25
239,000239,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,26
240,000240,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,27
241,000241,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,28
242,000242,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,29
243,000243,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,3
244,000244,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,30
245,000245,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,31
246,000246,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,4
247,000247,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,5
248,000248,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,6
249,000249,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,7
250,000250,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,8
251,000251,a dense group of scattered bats appears,a_dense_group_of_scattered_bats_appears,113,9
252,000252,a few clustered bats appear,a_few_clustered_bats_appear,100,0
253,000253,a few clustered bats appear,a_few_clustered_bats_appear,100,1
254,000254,a few clustered bats appear,a_few_clustered_bats_appear,100,10
255,000255,a few clustered bats appear,a_few_clustered_bats_appear,100,11
256,000256,a few clustered bats appear,a_few_clustered_bats_appear,100,12
257,000257,a few clustered bats appear,a_few_clustered_bats_appear,100,13
258,000258,a few clustered bats appear,a_few_clustered_bats_appear,100,14
259,000259,a few clustered bats appear,a_few_clustered_bats_appear,100,15
260,000260,a few clustered bats appear,a_few_clustered_bats_appear,100,16
261,000261,a few clustered bats appear,a_few_clustered_bats_appear,100,17
262,000262,a few clustered bats appear,a_few_clustered_bats_appear,100,18
263,000263,a few clustered bats appear,a_few_clustered_bats_appear,100,19
264,000264,a few clustered bats appear,a_few_clustered_bats_appear,100,2
265,000265,a few clustered bats appear,a_few_clustered_bats_appear,100,20
266,000266,a few clustered bats appear,a_few_clustered_bats_appear,100,21
267,000267,a few clustered bats appear,a_few_clustered_bats_appear,100,22
268,000268,a few clustered bats appear,a_few_clustered_bats_appear,100,23
269,000269,a few clustered bats appear,a_few_clustered_bats_appear,100,24
270,000270,a few clustered bats appear,a_few_clustered_bats_appear,100,25
271,000271,a few clustered bats appear,a_few_clustered_bats_appear,100,26
272,000272,a few clustered bats appear,a_few_clustered_bats_appear,100,27
273,000273,a few clustered bats appear,a_few_clustered_bats_appear,100,28
274,000274,a few clustered bats appear,a_few_clustered_bats_appear,100,29
275,000275,a few clustered bats appear,a_few_clustered_bats_appear,100,3
276,000276,a few clustered bats appear,a_few_clustered_bats_appear,100,30
277,000277,a few clustered bats appear,a_few_clustered_bats_appear,100,31
278,000278,a few clustered bats appear,a_few_clustered_bats_appear,100,4
279,000279,a few clustered bats appear,a_few_clustered_bats_appear,100,5
280,000280,a few clustered bats appear,a_few_clustered_bats_appear,100,6
281,000281,a few clustered bats appear,a_few_clustered_bats_appear,100,7
282,000282,a few clustered bats appear,a_few_clustered_bats_appear,100,8
283,000283,a few clustered bats appear,a_few_clustered_bats_appear,100,9
284,000284,a few large regions are present,a_few_large_regions_are_present,-1,-1
285,000285,a few large regions are present,a_few_large_regions_are_present,-1,-1
286,000286,a few large regions are present,a_few_large_regions_are_present,-1,-1
287,000287,a few large regions are present,a_few_large_regions_are_present,-1,-1
288,000288,a few large regions are present,a_few_large_regions_are_present,-1,-1
289,000289,a few large regions are present,a_few_large_regions_are_present,-1,-1
290,000290,a few large regions are present,a_few_large_regions_are_present,-1,-1
291,000291,a few large regions are present,a_few_large_regions_are_present,-1,-1
292,000292,a few large regions are present,a_few_large_regions_are_present,-1,-1
293,000293,a few large regions are present,a_few_large_regions_are_present,-1,-1
294,000294,a few large regions are present,a_few_large_regions_are_present,-1,-1
295,000295,a few large regions are present,a_few_large_regions_are_present,-1,-1
296,000296,a few large regions are present,a_few_large_regions_are_present,-1,-1
297,000297,a few large regions are present,a_few_large_regions_are_present,-1,-1
298,000298,a few large regions are present,a_few_large_regions_are_present,-1,-1
299,000299,a few large regions are present,a_few_large_regions_are_present,-1,-1
300,000300,a few large regions are present,a_few_large_regions_are_present,-1,-1
301,000301,a few large regions are present,a_few_large_regions_are_present,-1,-1
302,000302,a few large regions are present,a_few_large_regions_are_present,5,0
303,000303,a few large regions are present,a_few_large_regions_are_present,5,1
304,000304,a few large regions are present,a_few_large_regions_are_present,5,2
305,000305,a few large regions are present,a_few_large_regions_are_present,5,3
306,000306,a few large regions are present,a_few_large_regions_are_present,5,4
307,000307,a few large regions are present,a_few_large_regions_are_present,5,5
308,000308,a few large regions are present,a_few_large_regions_are_present,5,6
309,000309,a few large regions are present,a_few_large_regions_are_present,5,7
310,000310,a few large regions are present,a_few_large_regions_are_present,5,8
311,000311,a few large regions are present,a_few_large_regions_are_present,5,9
312,000312,a few scattered bats appear,a_few_scattered_bats_appear,96,0
313,000313,a few scattered bats appear,a_few_scattered_bats_appear,96,1
314,000314,a few scattered bats appear,a_few_scattered_bats_appear,96,10
315,000315,a few scattered bats appear,a_few_scattered_bats_appear,96,11
316,000316,a few scattered bats appear,a_few_scattered_bats_appear,96,12
317,000317,a few scattered bats appear,a_few_scattered_bats_appear,96,13
318,000318,a few scattered bats appear,a_few_scattered_bats_appear,96,14
319,000319,a few scattered bats appear,a_few_scattered_bats_appear,96,15
320,000320,a few scattered bats appear,a_few_scattered_bats_appear,96,16
321,000321,a few scattered bats appear,a_few_scattered_bats_appear,96,17
322,000322,a few scattered bats appear,a_few_scattered_bats_appear,96,18
323,000323,a few scattered bats appear,a_few_scattered_bats_appear,96,19
324,000324,a few scattered bats appear,a_few_scattered_bats_appear,96,2
325,000325,a few scattered bats appear,a_few_scattered_bats_appear,96,20
326,000326,a few scattered bats appear,a_few_scattered_bats_appear,96,21
327,000327,a few scattered bats appear,a_few_scattered_bats_appear,96,22
328,000328,a few scattered bats appear,a_few_scattered_bats_appear,96,23
329,000329,a few scattered bats appear,a_few_scattered_bats_appear,96,24
330,000330,a few scattered bats appear,a_few_scattered_bats_appear,96,25
331,000331,a few scattered bats appear,a_few_scattered_bats_appear,96,26
332,000332,a few scattered bats appear,a_few_scattered_bats_appear,96,27
333,000333,a few scattered bats appear,a_few_scattered_bats_appear,96,28
334,000334,a few scattered bats appear,a_few_scattered_bats_appear,96,29
