x,y,z,game,type,text,source_index,reward_enum,condition_value,quantized_bin
10.058048248291016,17.042070388793945,9.9343900680542,dungeon,state,"For a Dungeon map, the map has a moderately restricted path.",13356,1,32.0,3
-4.9283857345581055,11.562760353088379,3.6022696495056152,dungeon,state,"In Dungeon, a decent amount of treasures fills the map.",8679,4,14.0,5
-4.993340969085693,17.75156593322754,1.3998075723648071,dungeon,state,"In Dungeon, treasures are rare.",9808,4,5.0,0
4.512941360473633,2.2404680252075195,-25.44890785217285,dungeon,state,"For a Dungeon map, several separate walkable regions spread across the map.",823,0,5.0,4
10.809327125549316,16.173433303833008,7.461856365203857,dungeon,state,"Within Dungeon, the map has a short path.",12374,1,28.0,3
-6.319782733917236,20.52556800842285,2.3649442195892334,dungeon,state,"Playing Dungeon, treasures are rare here.",19501,4,3.0,0
-4.964049339294434,18.563230514526367,3.278632879257202,dungeon,state,"Within Dungeon, treasures are limited here.",14137,4,10.0,3
-1.2757805585861206,14.78111743927002,-0.6728674173355103,dungeon,state,This Dungeon level has some treasures are scattered around.,16991,4,9.0,2
-3.367770195007324,21.987062454223633,-7.19899320602417,dungeon,state,This Dungeon level has bats are rare here.,13563,3,2.0,0
2.9128353595733643,20.001354217529297,-7.227184772491455,dungeon,state,"For a Dungeon map, bats are moderately common.",13187,3,13.0,4
5.463536739349365,21.395137786865234,-9.13927936553955,dungeon,state,"For a Dungeon map, bats are plentiful.",19863,3,40.0,7
9.039711952209473,17.081064224243164,4.7154998779296875,dungeon,state,"For a Dungeon map, the map has a moderately long route.",15962,1,30.0,3
-5.7243571281433105,16.108312606811523,3.139915943145752,dungeon,state,This Dungeon level has treasures are sparse.,11921,4,8.0,1
-0.4891187846660614,9.565059661865234,-0.2997457981109619,dungeon,state,"Within Dungeon, many treasures litter the dungeon.",13984,4,17.0,6
8.310348510742188,14.934837341308594,6.778820514678955,dungeon,state,This Dungeon level has the map has a minimal traversable path.,12659,1,22.0,1
9.69049072265625,19.959566116333008,-8.776965141296387,dungeon,state,"Playing Dungeon, bats are plentiful here.",18962,3,70.0,7
-3.691527843475342,15.39277172088623,-1.0817111730575562,dungeon,state,"In Dungeon, some treasures are scattered here.",9418,4,10.0,3
0.034460972994565964,20.85225486755371,-9.228575706481934,dungeon,state,"Playing Dungeon, bats are somewhat scattered around.",14858,3,10.0,3
-3.4014315605163574,23.338054656982422,-7.133203029632568,dungeon,state,"In Dungeon, few bats are present.",8160,3,3.0,0
3.6983113288879395,-0.8406354784965515,-22.30863380432129,dungeon,state,"Within Dungeon, many separate passable zones appear throughout the dungeon.",2555,0,30.0,7
-0.6468985080718994,10.515085220336914,-2.022273540496826,dungeon,state,"For a Dungeon map, many treasures are scattered here.",8415,4,19.0,6
-2.5373623371124268,13.769417762756348,-0.026477467268705368,dungeon,state,"For a Dungeon map, many treasures are scattered here.",10750,4,19.0,6
-6.265320777893066,16.408933639526367,3.3229241371154785,dungeon,state,"In Dungeon, only a few treasures appear here.",9982,4,7.0,1
6.925806522369385,12.930303573608398,5.434411525726318,dungeon,state,"Playing Dungeon, a moderately restricted path stretches through empty space.",16031,1,31.0,3
10.077356338500977,11.117860794067383,6.675588130950928,dungeon,state,This Dungeon level has path length feels moderately restricted.,16334,1,30.0,3
-6.224520206451416,13.488975524902344,5.032719612121582,dungeon,state,"Within Dungeon, treasures are marginal here.",14661,4,6.0,1
10.14012622833252,19.92827606201172,-8.747015953063965,dungeon,state,"Playing Dungeon, bats are abundant.",15615,3,97.0,7
-2.5398764610290527,16.148704528808594,0.6848801374435425,dungeon,state,"Within Dungeon, some treasures are present.",15144,4,9.0,2
4.352884769439697,-0.22012095153331757,-22.600587844848633,dungeon,state,"Playing Dungeon, several separate walkable regions exist.",1012,0,6.0,4
-1.9158282279968262,21.127660751342773,-8.284902572631836,dungeon,state,This Dungeon level has limited bats appear throughout.,10830,3,8.0,2
5.66465950012207,2.2757797241210938,-28.76799774169922,dungeon,state,"In Dungeon, the map is highly fragmented.",2882,0,15.0,6
1.891937017440796,3.9089245796203613,-28.135618209838867,dungeon,state,"Playing Dungeon, few separate walkable areas appear here.",795,0,1.0,1
9.073783874511719,17.034698486328125,6.837695598602295,dungeon,state,This Dungeon level has the map has moderate traversable path length.,12281,1,38.0,4
1.4852635860443115,19.11871337890625,-10.364753723144531,dungeon,state,"For a Dungeon map, some bats are scattered around.",12366,3,9.0,3
4.4298577308654785,3.549959182739258,-29.214319229125977,dungeon,state,"Playing Dungeon, several separated areas appear.",1129,0,3.0,3
-6.5560832023620605,21.35325050354004,4.570402145385742,dungeon,state,"In Dungeon, treasures are rare here.",9094,4,0.0,0
-2.0996739864349365,19.645219802856445,-7.961820125579834,dungeon,state,This Dungeon level has bats are marginal here.,19124,3,6.0,1
3.6281704902648926,20.128772735595703,-10.864446640014648,dungeon,state,This Dungeon level has moderate bats are scattered throughout.,15119,3,14.0,4
1.5620124340057373,17.64199447631836,-11.191030502319336,dungeon,state,This Dungeon level has few bats appear in the dungeon.,16260,3,6.0,1
4.6359968185424805,5.028683662414551,-26.804536819458008,dungeon,state,"For a Dungeon map, few separate passable zones connect here.",2226,0,1.0,1
12.228907585144043,16.038707733154297,7.963395118713379,dungeon,state,"Playing Dungeon, the map has a fairly long route.",11607,1,41.0,5
-0.12731829285621643,8.941923141479492,-0.14295902848243713,dungeon,state,"For a Dungeon map, treasures are plentiful here.",18750,4,20.0,7
4.094444274902344,-1.2062568664550781,-22.908428192138672,dungeon,state,"Playing Dungeon, few disconnected walkable areas remain.",1769,0,1.0,1
11.106470108032227,18.331043243408203,8.473238945007324,dungeon,state,"Within Dungeon, the map has a long path.",10031,1,39.0,5
4.846985816955566,0.9386111497879028,-29.017009735107422,dungeon,state,"Playing Dungeon, numerous disconnected passable regions appear.",2881,0,19.0,6
1.2665655612945557,17.772729873657227,-11.419943809509277,dungeon,state,"In Dungeon, bats are sparse here.",13483,3,6.0,1
-2.096182346343994,12.128183364868164,1.5528960227966309,dungeon,state,This Dungeon level has moderate treasures dot the dungeon.,13125,4,12.0,4
5.352386951446533,0.7116817235946655,-23.951946258544922,dungeon,state,"Playing Dungeon, marginally disconnected passable areas.",2691,0,1.0,1
-2.071591854095459,23.09375,-7.598759651184082,dungeon,state,"For a Dungeon map, few bats appear here.",15867,3,3.0,0
4.573582649230957,-1.1129629611968994,-21.752593994140625,dungeon,state,"Within Dungeon, a few separate walkable zones connect the map.",897,0,1.0,1
-3.364575147628784,13.6862211227417,-0.7663764357566833,dungeon,state,"Within Dungeon, treasures are numerous here.",13573,4,16.0,6
1.975250482559204,-0.13752831518650055,-26.463220596313477,dungeon,state,"For a Dungeon map, few separate passable regions appear.",2844,0,1.0,1
2.7964529991149902,2.431194543838501,-29.010574340820312,dungeon,state,"Within Dungeon, few separate passable areas are present.",2982,0,1.0,1
2.7576301097869873,19.51406478881836,-9.253294944763184,dungeon,state,This Dungeon level has bats are fairly common.,15089,3,16.0,5
-4.853937149047852,17.79413604736328,1.4021894931793213,dungeon,state,"In Dungeon, treasures are marginal here.",19420,4,7.0,1
5.7909932136535645,1.3450027704238892,-27.350910186767578,dungeon,state,"Playing Dungeon, slightly split walkable areas.",829,0,4.0,3
-1.0737000703811646,13.055415153503418,-1.0017216205596924,dungeon,state,This Dungeon level has many treasures are scattered around.,17467,4,17.0,6
-5.490079402923584,10.480026245117188,3.947559118270874,dungeon,state,"Within Dungeon, treasures are reasonably common.",17974,4,13.0,4
-5.6967363357543945,15.548810005187988,1.617012858390808,dungeon,state,"Playing Dungeon, marginal treasures appear.",17201,4,8.0,1
11.356094360351562,13.11652946472168,8.093071937561035,dungeon,state,"Within Dungeon, an extensive traversable path spans the map.",13556,1,69.0,7
4.666873455047607,3.263047933578491,-27.583093643188477,dungeon,state,"Playing Dungeon, many disconnected areas remain.",2480,0,21.0,7
-2.4044265747070312,15.074050903320312,-2.384387493133545,dungeon,state,"For a Dungeon map, treasures are sparse.",12607,4,10.0,3
-3.109307289123535,21.402393341064453,-7.967401027679443,dungeon,state,"Within Dungeon, bats are sparse.",9837,3,4.0,1
0.7359544634819031,17.428794860839844,-11.62387466430664,dungeon,state,"For a Dungeon map, limited bats are present.",16834,3,8.0,2
-0.3284088671207428,10.810781478881836,1.0623300075531006,dungeon,state,"Within Dungeon, many treasures are scattered around.",19840,4,16.0,6
12.29619026184082,13.156911849975586,7.45194149017334,dungeon,state,"In Dungeon, extremely short path length.",19547,1,6.0,0
0.8110963702201843,20.289485931396484,-10.193855285644531,dungeon,state,"For a Dungeon map, reasonable bat presence fills the map.",12486,3,12.0,4
9.591310501098633,16.165611267089844,4.960975170135498,dungeon,state,"For a Dungeon map, extensive traversable path spans the map.",12860,1,56.0,7
1.2598185539245605,21.033098220825195,-7.09893798828125,dungeon,state,"Within Dungeon, some bats dot the dungeon.",12672,3,8.0,2
2.372256278991699,20.012569427490234,-6.468611717224121,dungeon,state,"For a Dungeon map, some bats are scattered here.",9582,3,9.0,3
-0.369331419467926,22.97810935974121,-8.562051773071289,dungeon,state,"Playing Dungeon, the map has a moderate amount of bats.",19315,3,9.0,3
-2.8404717445373535,16.388933181762695,0.8318338990211487,dungeon,state,This Dungeon level has treasures are sparse here.,8071,4,8.0,1
11.88810920715332,14.50207805633545,6.308659553527832,dungeon,state,"Playing Dungeon, the map has a long traversable path.",14213,1,39.0,5
1.7194757461547852,1.5772058963775635,-26.533790588378906,dungeon,state,"Playing Dungeon, moderate separate zones.",2876,0,2.0,2
-5.119497299194336,22.920866012573242,-7.098973751068115,dungeon,state,"In Dungeon, few bats appear here.",16720,3,0.0,0
17.358407974243164,13.788006782531738,4.34141206741333,dungeon,state,This Dungeon level has tiny traversable path length.,15779,1,7.0,0
11.238309860229492,17.087217330932617,5.63875675201416,dungeon,state,"In Dungeon, paths are moderately condensed.",14725,1,31.0,3
11.28823184967041,16.864133834838867,5.872350692749023,dungeon,state,"For a Dungeon map, the map has a short path.",10845,1,27.0,2
2.4155845642089844,2.2476463317871094,-25.808979034423828,dungeon,state,"Within Dungeon, few separate areas appear here.",2353,0,1.0,1
0.986915111541748,22.036109924316406,-8.560393333435059,dungeon,state,"Playing Dungeon, bats are scattered around.",8797,3,10.0,3
6.188733100891113,2.1271181106567383,-28.354480743408203,dungeon,state,"Playing Dungeon, passable regions are balanced.",3893,0,7.0,4
-4.131405353546143,14.50912094116211,2.6882636547088623,dungeon,state,"In Dungeon, treasures are fairly abundant here.",14961,4,14.0,5
-7.8473968505859375,16.777973175048828,-10.975967407226562,dungeon,state,"In Dungeon, bats are sparse.",11176,3,5.0,1
3.603593349456787,19.924001693725586,-11.398504257202148,dungeon,state,This Dungeon level has bats are sparse.,15759,3,5.0,1
-5.327559947967529,17.083921432495117,1.252981424331665,dungeon,state,"Within Dungeon, few treasures are present.",11336,4,10.0,3
-5.118771553039551,17.6655330657959,0.9917751550674438,dungeon,state,"In Dungeon, few treasures are present.",17162,4,5.0,0
8.620403289794922,13.981802940368652,6.27347993850708,dungeon,state,"Within Dungeon, tiny path of empty space.",16686,1,12.0,0
3.6678996086120605,-1.072594404220581,-24.057188034057617,dungeon,state,This Dungeon level has moderate disconnected areas dot the map.,1311,0,2.0,2
8.676053047180176,18.08827781677246,4.9658637046813965,dungeon,state,"For a Dungeon map, the map has a reasonable path length.",19356,1,36.0,4
-3.0679454803466797,14.432600975036621,-0.22067303955554962,dungeon,state,"In Dungeon, treasures are plentiful throughout the map.",8436,4,20.0,7
4.140479564666748,18.550018310546875,-12.73914623260498,dungeon,state,"For a Dungeon map, bats are reasonably scattered throughout.",14124,3,11.0,4
3.6679787635803223,0.31023481488227844,-22.079221725463867,dungeon,state,This Dungeon level has many disconnected areas fill the map.,419,0,32.0,7
-1.571546196937561,9.740394592285156,1.6704941987991333,dungeon,state,"Within Dungeon, treasures are fairly common.",18663,4,15.0,5
6.892998695373535,14.992938995361328,6.203932285308838,dungeon,state,"For a Dungeon map, the map has a moderately long path.",9641,1,32.0,3
1.2483534812927246,0.40160784125328064,-23.123458862304688,dungeon,state,"For a Dungeon map, balanced separated walkable areas.",2949,0,9.0,4
4.035619258880615,1.4886001348495483,-24.480497360229492,dungeon,state,"Playing Dungeon, several separated walkable areas appear here.",2631,0,6.0,4
3.9056785106658936,18.591989517211914,-7.746758460998535,dungeon,state,"Within Dungeon, some bats are scattered here.",19187,3,10.0,3
9.299633026123047,13.075230598449707,5.482557773590088,dungeon,state,"In Dungeon, a tiny traversable path.",15854,1,16.0,0
8.48686408996582,15.055054664611816,7.097400665283203,dungeon,state,"Playing Dungeon, a short micro path runs through empty space.",14494,1,19.0,1
-2.360515594482422,11.727300643920898,0.6993680000305176,dungeon,state,"In Dungeon, treasures are limited here.",11612,4,9.0,2
4.923553466796875,3.4179704189300537,-27.660066604614258,dungeon,state,"For a Dungeon map, few separate empty areas are present.",3459,0,1.0,1
0.9063761830329895,22.021146774291992,-8.398701667785645,dungeon,state,"In Dungeon, limited bats appear throughout the map.",10939,3,7.0,2
10.88276195526123,20.171171188354492,8.889461517333984,dungeon,state,"In Dungeon, long traversable routes wind through the map.",8329,1,43.0,5
-2.332639694213867,12.113420486450195,1.210252046585083,dungeon,state,"For a Dungeon map, numerous treasures are scattered throughout.",13247,4,16.0,6
8.553817749023438,11.665644645690918,6.242330551147461,dungeon,state,This Dungeon level has the map has a limited path.,10989,1,25.0,2
9.52342414855957,16.147531509399414,5.097946643829346,dungeon,state,"Playing Dungeon, the map has a very long route.",12779,1,46.0,6
11.569692611694336,16.604537963867188,8.27946949005127,dungeon,state,"For a Dungeon map, the level has a fairly long winding path.",11853,1,42.0,5
0.9427971243858337,22.477893829345703,-8.819771766662598,dungeon,state,This Dungeon level has limited bats scatter the map.,15900,3,8.0,2
-2.4024181365966797,11.442366600036621,-1.519286036491394,dungeon,state,"Playing Dungeon, some treasures are scattered around.",15069,4,10.0,3
3.513146162033081,18.39104461669922,-10.058212280273438,dungeon,state,"For a Dungeon map, bats are reasonably heavy.",16113,3,11.0,4
-2.038905382156372,10.685176849365234,2.3172364234924316,dungeon,state,This Dungeon level has many treasures are scattered here.,12844,4,18.0,6
6.707643032073975,15.692296981811523,8.731552124023438,dungeon,state,This Dungeon level has the path is very long.,8796,1,48.0,6
-3.5583648681640625,15.729178428649902,-1.2762653827667236,dungeon,state,"In Dungeon, some treasures dot the dungeon.",14484,4,9.0,2
10.272420883178711,17.31932258605957,7.377536773681641,dungeon,state,"Within Dungeon, a reasonably long path winds through this map.",19799,1,35.0,4
-1.275062084197998,12.18982982635498,1.3753817081451416,dungeon,state,"Playing Dungeon, treasures are moderately common here.",13280,4,12.0,4
11.047666549682617,12.858259201049805,7.706357955932617,dungeon,state,"In Dungeon, a tiny traversable area.",9290,1,7.0,0
-5.119779586791992,17.37455940246582,1.341939091682434,dungeon,state,"For a Dungeon map, few treasures are scattered here.",10255,4,5.0,0
5.574451923370361,0.31772762537002563,-24.78795623779297,dungeon,state,"Playing Dungeon, marginally fragmented walkable areas.",2642,0,1.0,1
-4.533299446105957,16.4550838470459,0.971196711063385,dungeon,state,This Dungeon level has treasures are fairly plentiful here.,13445,4,15.0,5
9.642251968383789,15.710123062133789,6.927666664123535,dungeon,state,"Within Dungeon, the traversable path is extremely lengthy.",8455,1,73.0,7
2.675023078918457,4.625977993011475,-29.610380172729492,dungeon,state,"For a Dungeon map, several separate passable areas appear.",1660,0,8.0,4
10.998291015625,15.832816123962402,8.507441520690918,dungeon,state,"For a Dungeon map, the map has a limited path length.",16597,1,28.0,3
-2.6151270866394043,13.994569778442383,1.7206597328186035,dungeon,state,"In Dungeon, treasures are reasonably common here.",15497,4,13.0,4
10.108208656311035,19.74217414855957,8.932332038879395,dungeon,state,"Within Dungeon, long paths wind through the map.",8740,1,50.0,6
11.62592601776123,13.437543869018555,5.50000524520874,dungeon,state,This Dungeon level has a reasonable path winds through the map.,14159,1,34.0,4
2.3583362102508545,1.1080725193023682,-23.398649215698242,dungeon,state,"In Dungeon, many separate walkable regions appear.",414,0,29.0,7
2.6089024543762207,21.340551376342773,-6.801182270050049,dungeon,state,"Playing Dungeon, moderate bats are scattered throughout.",12103,3,11.0,4
2.0168774127960205,20.77994155883789,-11.331794738769531,dungeon,state,"In Dungeon, moderate bats are scattered throughout.",11617,3,12.0,4
4.073265075683594,20.077192306518555,-7.946900844573975,dungeon,state,"For a Dungeon map, bats are moderately common here.",12729,3,14.0,4
3.8892500400543213,1.665266752243042,-23.85235023498535,dungeon,state,"Within Dungeon, the map has marginal separated passable areas.",3262,0,1.0,1
2.945105791091919,0.4714229702949524,-22.30595588684082,dungeon,state,"Within Dungeon, extremely fragmented passable areas.",2572,0,39.0,7
3.6655375957489014,1.0414903163909912,-21.641632080078125,dungeon,state,"Playing Dungeon, few disconnected walkable zones.",2851,0,1.0,1
-5.50905179977417,22.918479919433594,-7.013386249542236,dungeon,state,This Dungeon level has bats are rare.,15762,3,0.0,0
-3.763988494873047,12.736041069030762,0.2888071537017822,dungeon,state,This Dungeon level has moderate treasures are scattered throughout.,8068,4,12.0,4
3.8919198513031006,1.6591558456420898,-23.98614501953125,dungeon,state,This Dungeon level has marginal separate walkable regions appear throughout.,3426,0,1.0,1
10.949037551879883,18.405874252319336,8.525910377502441,dungeon,state,"In Dungeon, the map has a very lengthy path.",18931,1,58.0,7
1.1404876708984375,17.74942970275879,-11.278982162475586,dungeon,state,"In Dungeon, bats are scattered sparsely.",11993,3,10.0,3
5.717455863952637,1.3625763654708862,-27.738849639892578,dungeon,state,This Dungeon level has few separate areas.,1450,0,1.0,1
-0.9227519035339355,21.505598068237305,-8.258417129516602,dungeon,state,"Within Dungeon, few bats are scattered around.",9393,3,7.0,2
2.6578922271728516,2.8239800930023193,-26.786663055419922,dungeon,state,This Dungeon level has many separate empty regions appear.,2137,0,24.0,7
-2.972705841064453,14.663817405700684,0.8245927095413208,dungeon,state,"For a Dungeon map, some treasures are scattered about.",13558,4,10.0,3
-8.18885612487793,23.808671951293945,-7.622558116912842,dungeon,state,"Within Dungeon, bats are rare here.",9147,3,0.0,0
-2.99800968170166,16.840017318725586,1.0857477188110352,dungeon,state,This Dungeon level has some treasures are scattered here.,17449,4,11.0,3
4.878174781799316,2.773163080215454,-27.42064666748047,dungeon,state,This Dungeon level has few separate walkable regions appear.,1690,0,1.0,1
12.410085678100586,12.672076225280762,5.805660247802734,dungeon,state,"Within Dungeon, tiny traversable path.",15782,1,8.0,0
-7.483767986297607,13.459792137145996,8.386894226074219,dungeon,state,"Playing Dungeon, treasures are moderately plentiful here.",8206,4,13.0,4
8.509114265441895,12.714476585388184,7.268999099731445,dungeon,state,"For a Dungeon map, tiny traversable area.",16674,1,13.0,0
-2.8932652473449707,14.77617073059082,3.0795419216156006,dungeon,state,This Dungeon level has many treasures fill the dungeon.,10833,4,19.0,6
-3.867434501647949,14.985612869262695,-2.009303331375122,dungeon,state,"For a Dungeon map, limited treasures are scattered around.",18891,4,10.0,3
2.222987413406372,19.476806640625,-11.025910377502441,dungeon,state,This Dungeon level has slight bat presence.,14127,3,10.0,3
4.2119140625,21.001766204833984,-6.906825065612793,dungeon,state,"In Dungeon, bats are reasonably scattered throughout.",12702,3,13.0,4
3.7681703567504883,18.34452247619629,-9.911087036132812,dungeon,state,"Playing Dungeon, bats are moderately common.",12130,3,13.0,4
-2.830747604370117,14.782580375671387,-1.225048542022705,dungeon,state,This Dungeon level has many treasures fill the map.,18852,4,16.0,6
-1.3053370714187622,14.689019203186035,0.598726212978363,dungeon,state,"Playing Dungeon, treasures are fairly abundant here.",17009,4,14.0,5
-2.151777505874634,19.28215217590332,-8.223822593688965,dungeon,state,"Playing Dungeon, bats are moderately scattered.",14855,3,9.0,3
-4.185805320739746,14.800095558166504,2.610114336013794,dungeon,state,"In Dungeon, some treasures are scattered around.",13262,4,10.0,3
8.872475624084473,17.758161544799805,4.837214946746826,dungeon,state,"In Dungeon, extremely lengthy traversable path.",18521,1,73.0,7
12.850088119506836,12.105300903320312,7.119144916534424,dungeon,state,"In Dungeon, tiny path network.",15767,1,15.0,0
7.348185062408447,20.102388381958008,-8.952054977416992,dungeon,state,"In Dungeon, bats are abundant here.",12885,3,72.0,7
-2.2705092430114746,12.22801399230957,0.89913409948349,dungeon,state,"Playing Dungeon, treasures are reasonably scattered.",18265,4,12.0,4
4.503843307495117,-1.3411564826965332,-22.421161651611328,dungeon,state,"In Dungeon, multiple disconnected passable areas.",2623,0,12.0,5
-4.156867980957031,14.8695707321167,2.927445888519287,dungeon,state,"For a Dungeon map, decent treasures are scattered throughout.",11495,4,14.0,5
12.667452812194824,14.17027473449707,7.515201091766357,dungeon,state,"For a Dungeon map, the longest path is short.",16591,1,26.0,2
2.80721378326416,21.374605178833008,-6.361937999725342,dungeon,state,This Dungeon level has bats are somewhat scattered here.,9660,3,10.0,3
9.799960136413574,11.130704879760742,6.409273147583008,dungeon,state,"Within Dungeon, the map has a reasonable path length.",8012,1,36.0,4
1.6423730850219727,19.7476806640625,-8.400591850280762,dungeon,state,"In Dungeon, bats appear in moderate amounts.",19707,3,10.0,3
4.204845905303955,17.908079147338867,-7.852328777313232,dungeon,state,"In Dungeon, bats are moderately scattered here.",19614,3,13.0,4
12.065077781677246,16.2520751953125,7.360715866088867,dungeon,state,This Dungeon level has the map has a moderate path length.,12048,1,34.0,4
-1.1162422895431519,22.970441818237305,-8.065102577209473,dungeon,state,This Dungeon level has bats are sparse here.,8896,3,4.0,1
12.159436225891113,16.031118392944336,6.917999267578125,dungeon,state,"Playing Dungeon, traversable path length is moderate and somewhat restricted.",18176,1,32.0,3
4.544985771179199,4.319391250610352,-27.911073684692383,dungeon,state,"Playing Dungeon, few passable regions appear here.",74,0,1.0,1
4.147141933441162,1.1608130931854248,-27.726028442382812,dungeon,state,This Dungeon level has numerous disconnected areas are scattered throughout.,2206,0,19.0,6
-5.149783611297607,22.75652503967285,-7.1454291343688965,dungeon,state,"For a Dungeon map, few bats appear here.",19503,3,1.0,0
10.355807304382324,18.345680236816406,8.332502365112305,dungeon,state,"Within Dungeon, long traversable paths are common.",18937,1,40.0,5
3.7732067108154297,20.17855453491211,-9.645947456359863,dungeon,state,"Within Dungeon, many bats crowd the map.",18228,3,21.0,6
-3.6221089363098145,15.399646759033203,-2.5758280754089355,dungeon,state,"Playing Dungeon, some treasures are scattered around.",9202,4,9.0,2
3.3439688682556152,-1.5742861032485962,-24.4913272857666,dungeon,state,This Dungeon level has few disconnected passable areas appear here.,3067,0,1.0,1
-1.1408417224884033,20.345966339111328,-9.758825302124023,dungeon,state,"Within Dungeon, bats are marginal here.",17949,3,6.0,1
9.50202751159668,19.96002960205078,-8.781904220581055,dungeon,state,"Within Dungeon, bats are abundant everywhere.",10020,3,68.0,7
10.77433967590332,18.355037689208984,6.673381328582764,dungeon,state,"Playing Dungeon, a large winding path runs through empty spaces.",18419,1,46.0,6
-1.6694724559783936,10.025761604309082,0.5189864039421082,dungeon,state,"Within Dungeon, treasures are abundant throughout.",10462,4,21.0,7
-2.3989503383636475,16.137880325317383,2.135416269302368,dungeon,state,"For a Dungeon map, numerous treasures are scattered here.",17057,4,19.0,6
4.048812389373779,2.6828455924987793,-30.276737213134766,dungeon,state,This Dungeon level has some separated passable areas remain.,1315,0,2.0,2
10.769723892211914,18.097843170166016,7.082566261291504,dungeon,state,"Playing Dungeon, extensive traversable paths.",18434,1,57.0,7
7.626755714416504,20.244487762451172,-8.315516471862793,dungeon,state,"In Dungeon, bats are abundant.",15358,3,96.0,7
-1.7042070627212524,9.646429061889648,1.034794569015503,dungeon,state,"Within Dungeon, many treasures fill the dungeon.",12307,4,18.0,6
1.4729903936386108,2.4836266040802,-26.050561904907227,dungeon,state,"In Dungeon, several separate walkable zones remain.",2718,0,8.0,4
3.179166555404663,0.619678795337677,-28.618650436401367,dungeon,state,"In Dungeon, disconnected passable areas feel balanced here.",1561,0,7.0,4
11.282376289367676,14.17094898223877,5.187134265899658,dungeon,state,This Dungeon level has micro traversable path.,16493,1,23.0,1
-0.8093528747558594,15.621935844421387,-0.18363799154758453,dungeon,state,"In Dungeon, treasures are moderately scattered.",12454,4,11.0,3
10.90578556060791,16.07711410522461,7.79725980758667,dungeon,state,"In Dungeon, a fairly long traversable path runs through the map.",17864,1,42.0,5
10.408294677734375,19.25469970703125,9.151623725891113,dungeon,state,"In Dungeon, the map has a very long traversable path.",9989,1,46.0,6
-0.7897161841392517,13.742227554321289,0.7777547240257263,dungeon,state,"For a Dungeon map, treasures are fairly abundant.",14499,4,15.0,5
-1.092940330505371,11.487444877624512,2.559554100036621,dungeon,state,"Within Dungeon, treasures are marginal.",16985,4,6.0,1
10.132143020629883,14.967391967773438,7.900655746459961,dungeon,state,"Playing Dungeon, a very short path spans the map.",15507,1,11.0,0
0.0780816599726677,21.98675537109375,-10.366450309753418,dungeon,state,"In Dungeon, some bats are scattered around.",14789,3,8.0,2
