x,y,game,type,text,source_index,reward_enum,condition_value,quantized_bin
48.789512634277344,41.12734603881836,dungeon,state,"Within Dungeon, the map has a short path.",12374,1,28.0,3
-19.447166442871094,71.20658111572266,dungeon,state,"Playing Dungeon, treasures are rare here.",19501,4,3.0,0
-18.512243270874023,69.40170288085938,dungeon,state,"Within Dungeon, treasures are limited here.",14137,4,10.0,3
-9.38825798034668,65.81698608398438,dungeon,state,This Dungeon level has some treasures are scattered around.,16991,4,9.0,2
18.834888458251953,56.22719955444336,dungeon,state,This Dungeon level has bats are rare here.,13563,3,2.0,0
21.074987411499023,46.23630142211914,dungeon,state,"For a Dungeon map, bats are moderately common.",13187,3,13.0,4
19.340818405151367,41.800514221191406,dungeon,state,"For a Dungeon map, bats are plentiful.",19863,3,40.0,7
47.61539077758789,44.88225173950195,dungeon,state,"For a Dungeon map, the map has a moderately long route.",15962,1,30.0,3
-17.31592559814453,65.20423126220703,dungeon,state,This Dungeon level has treasures are sparse.,11921,4,8.0,1
-5.518082141876221,60.503562927246094,dungeon,state,"Within Dungeon, many treasures litter the dungeon.",13984,4,17.0,6
44.874088287353516,41.894527435302734,dungeon,state,This Dungeon level has the map has a minimal traversable path.,12659,1,22.0,1
20.693084716796875,36.89371109008789,dungeon,state,"Playing Dungeon, bats are plentiful here.",18962,3,70.0,7
-10.72485065460205,67.93327331542969,dungeon,state,"In Dungeon, some treasures are scattered here.",9418,4,10.0,3
17.85818099975586,50.77558898925781,dungeon,state,"Playing Dungeon, bats are somewhat scattered around.",14858,3,10.0,3
19.959299087524414,56.5943489074707,dungeon,state,"In Dungeon, few bats are present.",8160,3,3.0,0
-13.484764099121094,36.47282028198242,dungeon,state,"Within Dungeon, many separate passable zones appear throughout the dungeon.",2555,0,30.0,7
-4.709846019744873,62.33910369873047,dungeon,state,"For a Dungeon map, many treasures are scattered here.",8415,4,19.0,6
-10.089105606079102,65.5429916381836,dungeon,state,"For a Dungeon map, many treasures are scattered here.",10750,4,19.0,6
-17.950347900390625,65.34528350830078,dungeon,state,"In Dungeon, only a few treasures appear here.",9982,4,7.0,1
41.30546951293945,41.53907012939453,dungeon,state,"Playing Dungeon, a moderately restricted path stretches through empty space.",16031,1,31.0,3
42.988319396972656,37.49346160888672,dungeon,state,This Dungeon level has path length feels moderately restricted.,16334,1,30.0,3
-15.702369689941406,59.04762649536133,dungeon,state,"Within Dungeon, treasures are marginal here.",14661,4,6.0,1
20.617835998535156,36.48000717163086,dungeon,state,"Playing Dungeon, bats are abundant.",15615,3,97.0,7
-12.447071075439453,66.40592193603516,dungeon,state,"Within Dungeon, some treasures are present.",15144,4,9.0,2
-13.87226676940918,36.89696502685547,dungeon,state,"Playing Dungeon, several separate walkable regions exist.",1012,0,6.0,4
17.931201934814453,53.816261291503906,dungeon,state,This Dungeon level has limited bats appear throughout.,10830,3,8.0,2
-20.59920883178711,43.44853210449219,dungeon,state,"In Dungeon, the map is highly fragmented.",2882,0,15.0,6
-19.374380111694336,47.41431427001953,dungeon,state,"Playing Dungeon, few separate walkable areas appear here.",795,0,1.0,1
46.76514434814453,44.256591796875,dungeon,state,This Dungeon level has the map has moderate traversable path length.,12281,1,38.0,4
15.811321258544922,48.006492614746094,dungeon,state,"For a Dungeon map, some bats are scattered around.",12366,3,9.0,3
-20.609403610229492,44.8839111328125,dungeon,state,"Playing Dungeon, several separated areas appear.",1129,0,3.0,3
-21.706695556640625,71.52555084228516,dungeon,state,"In Dungeon, treasures are rare here.",9094,4,0.0,0
16.298131942749023,54.13336944580078,dungeon,state,This Dungeon level has bats are marginal here.,19124,3,6.0,1
16.38597869873047,45.435394287109375,dungeon,state,This Dungeon level has moderate bats are scattered throughout.,15119,3,14.0,4
13.976630210876465,47.31144714355469,dungeon,state,This Dungeon level has few bats appear in the dungeon.,16260,3,6.0,1
-17.64284896850586,45.43895721435547,dungeon,state,"For a Dungeon map, few separate passable zones connect here.",2226,0,1.0,1
49.64942169189453,39.42612075805664,dungeon,state,"Playing Dungeon, the map has a fairly long route.",11607,1,41.0,5
-5.137807846069336,59.79337692260742,dungeon,state,"For a Dungeon map, treasures are plentiful here.",18750,4,20.0,7
-14.023080825805664,36.02036666870117,dungeon,state,"Playing Dungeon, few disconnected walkable areas remain.",1769,0,1.0,1
51.931400299072266,42.148780822753906,dungeon,state,"Within Dungeon, the map has a long path.",10031,1,39.0,5
-21.67074966430664,42.67555236816406,dungeon,state,"Playing Dungeon, numerous disconnected passable regions appear.",2881,0,19.0,6
13.796692848205566,47.5247802734375,dungeon,state,"In Dungeon, bats are sparse here.",13483,3,6.0,1
-9.270496368408203,61.87071990966797,dungeon,state,This Dungeon level has moderate treasures dot the dungeon.,13125,4,12.0,4
-15.516936302185059,38.24251174926758,dungeon,state,"Playing Dungeon, marginally disconnected passable areas.",2691,0,1.0,1
19.928258895874023,54.800418853759766,dungeon,state,"For a Dungeon map, few bats appear here.",15867,3,3.0,0
-12.82534122467041,35.85332107543945,dungeon,state,"Within Dungeon, a few separate walkable zones connect the map.",897,0,1.0,1
-9.778576850891113,66.31034851074219,dungeon,state,"Within Dungeon, treasures are numerous here.",13573,4,16.0,6
-19.684581756591797,37.22751998901367,dungeon,state,"For a Dungeon map, few separate passable regions appear.",2844,0,1.0,1
-22.06661605834961,41.88913345336914,dungeon,state,"Within Dungeon, few separate passable areas are present.",2982,0,1.0,1
18.65008544921875,46.1146125793457,dungeon,state,This Dungeon level has bats are fairly common.,15089,3,16.0,5
-16.375967025756836,68.33735656738281,dungeon,state,"In Dungeon, treasures are marginal here.",19420,4,7.0,1
-19.723026275634766,41.96216583251953,dungeon,state,"Playing Dungeon, slightly split walkable areas.",829,0,4.0,3
-7.98067045211792,64.9462890625,dungeon,state,This Dungeon level has many treasures are scattered around.,17467,4,17.0,6
-12.501710891723633,56.916690826416016,dungeon,state,"Within Dungeon, treasures are reasonably common.",17974,4,13.0,4
-15.872577667236328,65.80200958251953,dungeon,state,"Playing Dungeon, marginal treasures appear.",17201,4,8.0,1
45.58024597167969,37.63059997558594,dungeon,state,"Within Dungeon, an extensive traversable path spans the map.",13556,1,69.0,7
-19.155431747436523,43.758419036865234,dungeon,state,"Playing Dungeon, many disconnected areas remain.",2480,0,21.0,7
-9.045891761779785,67.98710632324219,dungeon,state,"For a Dungeon map, treasures are sparse.",12607,4,10.0,3
18.136919021606445,55.448116302490234,dungeon,state,"Within Dungeon, bats are sparse.",9837,3,4.0,1
13.370888710021973,47.806270599365234,dungeon,state,"For a Dungeon map, limited bats are present.",16834,3,8.0,2
-7.8963541984558105,60.86448287963867,dungeon,state,"Within Dungeon, many treasures are scattered around.",19840,4,16.0,6
46.29171371459961,36.43021011352539,dungeon,state,"In Dungeon, extremely short path length.",19547,1,6.0,0
16.806188583374023,49.29931640625,dungeon,state,"For a Dungeon map, reasonable bat presence fills the map.",12486,3,12.0,4
47.51471710205078,43.2043571472168,dungeon,state,"For a Dungeon map, extensive traversable path spans the map.",12860,1,56.0,7
21.347620010375977,48.37489318847656,dungeon,state,"Within Dungeon, some bats dot the dungeon.",12672,3,8.0,2
21.847780227661133,46.77042007446289,dungeon,state,"For a Dungeon map, some bats are scattered here.",9582,3,9.0,3
19.56674575805664,52.30080032348633,dungeon,state,"Playing Dungeon, the map has a moderate amount of bats.",19315,3,9.0,3
-12.926396369934082,66.54808044433594,dungeon,state,This Dungeon level has treasures are sparse here.,8071,4,8.0,1
48.06387710571289,38.063621520996094,dungeon,state,"Playing Dungeon, the map has a long traversable path.",14213,1,39.0,5
-20.22165870666504,39.284175872802734,dungeon,state,"Playing Dungeon, moderate separate zones.",2876,0,2.0,2
19.37759017944336,58.405242919921875,dungeon,state,"In Dungeon, few bats appear here.",16720,3,0.0,0
54.0354118347168,29.712284088134766,dungeon,state,This Dungeon level has tiny traversable path length.,15779,1,7.0,0
49.177059173583984,43.53660202026367,dungeon,state,"In Dungeon, paths are moderately condensed.",14725,1,31.0,3
49.15222930908203,43.22254943847656,dungeon,state,"For a Dungeon map, the map has a short path.",10845,1,27.0,2
-18.928646087646484,39.73715591430664,dungeon,state,"Within Dungeon, few separate areas appear here.",2353,0,1.0,1
19.610427856445312,50.233463287353516,dungeon,state,"Playing Dungeon, bats are scattered around.",8797,3,10.0,3
-20.042444229125977,43.491085052490234,dungeon,state,"Playing Dungeon, passable regions are balanced.",3893,0,7.0,4
-14.450406074523926,63.79851531982422,dungeon,state,"In Dungeon, treasures are fairly abundant here.",14961,4,14.0,5
9.039166450500488,63.52110290527344,dungeon,state,"In Dungeon, bats are sparse.",11176,3,5.0,1
15.91785717010498,45.204586029052734,dungeon,state,This Dungeon level has bats are sparse.,15759,3,5.0,1
-16.236825942993164,67.47483825683594,dungeon,state,"Within Dungeon, few treasures are present.",11336,4,10.0,3
-16.215171813964844,68.08055877685547,dungeon,state,"In Dungeon, few treasures are present.",17162,4,5.0,0
43.99818801879883,40.94645309448242,dungeon,state,"Within Dungeon, tiny path of empty space.",16686,1,12.0,0
-15.149188041687012,36.09989547729492,dungeon,state,This Dungeon level has moderate disconnected areas dot the map.,1311,0,2.0,2
47.72856140136719,45.83002471923828,dungeon,state,"For a Dungeon map, the map has a reasonable path length.",19356,1,36.0,4
-10.468308448791504,66.33380889892578,dungeon,state,"In Dungeon, treasures are plentiful throughout the map.",8436,4,20.0,7
13.094218254089355,43.192466735839844,dungeon,state,"For a Dungeon map, bats are reasonably scattered throughout.",14124,3,11.0,4
-13.334697723388672,37.560516357421875,dungeon,state,This Dungeon level has many disconnected areas fill the map.,419,0,32.0,7
-7.6973795890808105,59.4194450378418,dungeon,state,"Within Dungeon, treasures are fairly common.",18663,4,15.0,5
44.02748107910156,43.06599807739258,dungeon,state,"For a Dungeon map, the map has a moderately long path.",9641,1,32.0,3
-17.68253517150879,34.78089904785156,dungeon,state,"For a Dungeon map, balanced separated walkable areas.",2949,0,9.0,4
-15.972646713256836,39.548545837402344,dungeon,state,"Playing Dungeon, several separated walkable areas appear here.",2631,0,6.0,4
20.092260360717773,44.42047882080078,dungeon,state,"Within Dungeon, some bats are scattered here.",19187,3,10.0,3
43.859046936035156,39.461429595947266,dungeon,state,"In Dungeon, a tiny traversable path.",15854,1,16.0,0
45.222660064697266,41.743228912353516,dungeon,state,"Playing Dungeon, a short micro path runs through empty space.",14494,1,19.0,1
-8.164590835571289,62.292152404785156,dungeon,state,"In Dungeon, treasures are limited here.",11612,4,9.0,2
-18.898622512817383,43.94797134399414,dungeon,state,"For a Dungeon map, few separate empty areas are present.",3459,0,1.0,1
19.758625030517578,50.28260803222656,dungeon,state,"In Dungeon, limited bats appear throughout the map.",10939,3,7.0,2
53.62308883666992,43.05219268798828,dungeon,state,"In Dungeon, long traversable routes wind through the map.",8329,1,43.0,5
-8.847919464111328,62.19942092895508,dungeon,state,"For a Dungeon map, numerous treasures are scattered throughout.",13247,4,16.0,6
41.7447509765625,39.486167907714844,dungeon,state,This Dungeon level has the map has a limited path.,10989,1,25.0,2
47.3989143371582,43.301029205322266,dungeon,state,"Playing Dungeon, the map has a very long route.",12779,1,46.0,6
50.160438537597656,39.955299377441406,dungeon,state,"For a Dungeon map, the level has a fairly long winding path.",11853,1,42.0,5
19.546669006347656,50.53616714477539,dungeon,state,This Dungeon level has limited bats scatter the map.,15900,3,8.0,2
-6.260498523712158,63.619728088378906,dungeon,state,"Playing Dungeon, some treasures are scattered around.",15069,4,10.0,3
17.27805519104004,44.552955627441406,dungeon,state,"For a Dungeon map, bats are reasonably heavy.",16113,3,11.0,4
-8.910018920898438,59.65762710571289,dungeon,state,This Dungeon level has many treasures are scattered here.,12844,4,18.0,6
42.92951202392578,44.81306838989258,dungeon,state,This Dungeon level has the path is very long.,8796,1,48.0,6
-10.802446365356445,68.21099090576172,dungeon,state,"In Dungeon, some treasures dot the dungeon.",14484,4,9.0,2
50.175071716308594,41.894161224365234,dungeon,state,"Within Dungeon, a reasonably long path winds through this map.",19799,1,35.0,4
-9.178996086120605,61.91584396362305,dungeon,state,"Playing Dungeon, treasures are moderately common here.",13280,4,12.0,4
45.13654708862305,37.47801208496094,dungeon,state,"In Dungeon, a tiny traversable area.",9290,1,7.0,0
-16.28270721435547,67.7791976928711,dungeon,state,"For a Dungeon map, few treasures are scattered here.",10255,4,5.0,0
-16.429964065551758,38.11495590209961,dungeon,state,"Playing Dungeon, marginally fragmented walkable areas.",2642,0,1.0,1
-15.094755172729492,67.17971801757812,dungeon,state,This Dungeon level has treasures are fairly plentiful here.,13445,4,15.0,5
46.97787094116211,41.64690399169922,dungeon,state,"Within Dungeon, the traversable path is extremely lengthy.",8455,1,73.0,7
-20.779884338378906,47.1925163269043,dungeon,state,"For a Dungeon map, several separate passable areas appear.",1660,0,8.0,4
48.67707443237305,40.31243133544922,dungeon,state,"For a Dungeon map, the map has a limited path length.",16597,1,28.0,3
-11.822547912597656,63.589725494384766,dungeon,state,"In Dungeon, treasures are reasonably common here.",15497,4,13.0,4
53.679595947265625,42.62089157104492,dungeon,state,"Within Dungeon, long paths wind through the map.",8740,1,50.0,6
48.0147590637207,36.770606994628906,dungeon,state,This Dungeon level has a reasonable path winds through the map.,14159,1,34.0,4
-13.588042259216309,39.41184616088867,dungeon,state,"In Dungeon, many separate walkable regions appear.",414,0,29.0,7
21.991844177246094,47.48009490966797,dungeon,state,"Playing Dungeon, moderate bats are scattered throughout.",12103,3,11.0,4
16.98702049255371,48.28791046142578,dungeon,state,"In Dungeon, moderate bats are scattered throughout.",11617,3,12.0,4
20.521404266357422,45.01498031616211,dungeon,state,"For a Dungeon map, bats are moderately common here.",12729,3,14.0,4
-15.231550216674805,39.488555908203125,dungeon,state,"Within Dungeon, the map has marginal separated passable areas.",3262,0,1.0,1
-13.480816841125488,37.96249771118164,dungeon,state,"Within Dungeon, extremely fragmented passable areas.",2572,0,39.0,7
-12.843252182006836,38.161502838134766,dungeon,state,"Playing Dungeon, few disconnected walkable zones.",2851,0,1.0,1
19.356775283813477,58.760677337646484,dungeon,state,This Dungeon level has bats are rare.,15762,3,0.0,0
-12.690204620361328,64.38904571533203,dungeon,state,This Dungeon level has moderate treasures are scattered throughout.,8068,4,12.0,4
-15.426222801208496,39.48782730102539,dungeon,state,This Dungeon level has marginal separate walkable regions appear throughout.,3426,0,1.0,1
52.00244903564453,42.16229248046875,dungeon,state,"In Dungeon, the map has a very lengthy path.",18931,1,58.0,7
13.881133079528809,47.67877197265625,dungeon,state,"In Dungeon, bats are scattered sparsely.",11993,3,10.0,3
-19.976669311523438,42.05460739135742,dungeon,state,This Dungeon level has few separate areas.,1450,0,1.0,1
18.636106491088867,52.7945556640625,dungeon,state,"Within Dungeon, few bats are scattered around.",9393,3,7.0,2
-19.29058837890625,40.713539123535156,dungeon,state,This Dungeon level has many separate empty regions appear.,2137,0,24.0,7
-11.55577278137207,65.82673645019531,dungeon,state,"For a Dungeon map, some treasures are scattered about.",13558,4,10.0,3
18.731809616088867,64.18846893310547,dungeon,state,"Within Dungeon, bats are rare here.",9147,3,0.0,0
-13.19940185546875,66.67604064941406,dungeon,state,This Dungeon level has some treasures are scattered here.,17449,4,11.0,3
-19.15481185913086,43.156436920166016,dungeon,state,This Dungeon level has few separate walkable regions appear.,1690,0,1.0,1
47.64805221557617,35.617393493652344,dungeon,state,"Within Dungeon, tiny traversable path.",15782,1,8.0,0
-4.6045684814453125,47.87276840209961,dungeon,state,"Playing Dungeon, treasures are moderately plentiful here.",8206,4,13.0,4
42.800838470458984,40.043331146240234,dungeon,state,"For a Dungeon map, tiny traversable area.",16674,1,13.0,0
-13.573941230773926,63.298397064208984,dungeon,state,This Dungeon level has many treasures fill the dungeon.,10833,4,19.0,6
-9.827044486999512,68.8067855834961,dungeon,state,"For a Dungeon map, limited treasures are scattered around.",18891,4,10.0,3
16.023193359375,47.133277893066406,dungeon,state,This Dungeon level has slight bat presence.,14127,3,10.0,3
22.21141242980957,45.08412170410156,dungeon,state,"In Dungeon, bats are reasonably scattered throughout.",12702,3,13.0,4
17.598752975463867,44.22675323486328,dungeon,state,"Playing Dungeon, bats are moderately common.",12130,3,13.0,4
-9.96316909790039,67.3687744140625,dungeon,state,This Dungeon level has many treasures fill the map.,18852,4,16.0,6
-10.547168731689453,64.44690704345703,dungeon,state,"Playing Dungeon, treasures are fairly abundant here.",17009,4,14.0,5
15.902584075927734,53.9176139831543,dungeon,state,"Playing Dungeon, bats are moderately scattered.",14855,3,9.0,3
-14.577722549438477,64.03221130371094,dungeon,state,"In Dungeon, some treasures are scattered around.",13262,4,10.0,3
47.840755462646484,45.588523864746094,dungeon,state,"In Dungeon, extremely lengthy traversable path.",18521,1,73.0,7
45.93168258666992,34.93876266479492,dungeon,state,"In Dungeon, tiny path network.",15767,1,15.0,0
20.44774627685547,40.05039978027344,dungeon,state,"In Dungeon, bats are abundant here.",12885,3,72.0,7
-8.672637939453125,62.48611831665039,dungeon,state,"Playing Dungeon, treasures are reasonably scattered.",18265,4,12.0,4
-13.483009338378906,35.725032806396484,dungeon,state,"In Dungeon, multiple disconnected passable areas.",2623,0,12.0,5
-14.75540828704834,63.75246810913086,dungeon,state,"For a Dungeon map, decent treasures are scattered throughout.",11495,4,14.0,5
46.98883819580078,36.53394317626953,dungeon,state,"For a Dungeon map, the longest path is short.",16591,1,26.0,2
22.4862117767334,47.48870086669922,dungeon,state,This Dungeon level has bats are somewhat scattered here.,9660,3,10.0,3
42.816986083984375,37.717071533203125,dungeon,state,"Within Dungeon, the map has a reasonable path length.",8012,1,36.0,4
19.719017028808594,47.32367706298828,dungeon,state,"In Dungeon, bats appear in moderate amounts.",19707,3,10.0,3
19.411855697631836,44.07754135131836,dungeon,state,"In Dungeon, bats are moderately scattered here.",19614,3,13.0,4
49.454429626464844,39.78981018066406,dungeon,state,This Dungeon level has the map has a moderate path length.,12048,1,34.0,4
19.94306755065918,53.40975570678711,dungeon,state,This Dungeon level has bats are sparse here.,8896,3,4.0,1
49.108726501464844,39.62748718261719,dungeon,state,"Playing Dungeon, traversable path length is moderate and somewhat restricted.",18176,1,32.0,3
-19.006959915161133,45.09477233886719,dungeon,state,"Playing Dungeon, few passable regions appear here.",74,0,1.0,1
-20.74498748779297,41.98490524291992,dungeon,state,This Dungeon level has numerous disconnected areas are scattered throughout.,2206,0,19.0,6
19.26011848449707,58.41548538208008,dungeon,state,"For a Dungeon map, few bats appear here.",19503,3,1.0,0
51.745941162109375,42.254554748535156,dungeon,state,"Within Dungeon, long traversable paths are common.",18937,1,40.0,5
18.193500518798828,45.696353912353516,dungeon,state,"Within Dungeon, many bats crowd the map.",18228,3,21.0,6
-9.754290580749512,69.07743835449219,dungeon,state,"Playing Dungeon, some treasures are scattered around.",9202,4,9.0,2
-15.592779159545898,35.58590316772461,dungeon,state,This Dungeon level has few disconnected passable areas appear here.,3067,0,1.0,1
16.787147521972656,51.96031951904297,dungeon,state,"Within Dungeon, bats are marginal here.",17949,3,6.0,1
20.718114852905273,37.07189178466797,dungeon,state,"Within Dungeon, bats are abundant everywhere.",10020,3,68.0,7
50.59992599487305,43.56977844238281,dungeon,state,"Playing Dungeon, a large winding path runs through empty spaces.",18419,1,46.0,6
-6.884722709655762,60.5135498046875,dungeon,state,"Within Dungeon, treasures are abundant throughout.",10462,4,21.0,7
-13.09894847869873,65.08025360107422,dungeon,state,"For a Dungeon map, numerous treasures are scattered here.",17057,4,19.0,6
-22.169321060180664,44.21352767944336,dungeon,state,This Dungeon level has some separated passable areas remain.,1315,0,2.0,2
50.72080612182617,42.95842742919922,dungeon,state,"Playing Dungeon, extensive traversable paths.",18434,1,57.0,7
21.020883560180664,39.84807205200195,dungeon,state,"In Dungeon, bats are abundant.",15358,3,96.0,7
-7.123100280761719,59.79296875,dungeon,state,"Within Dungeon, many treasures fill the dungeon.",12307,4,18.0,6
-19.92096519470215,39.394474029541016,dungeon,state,"In Dungeon, several separate walkable zones remain.",2718,0,8.0,4
-22.169734954833984,40.97642517089844,dungeon,state,"In Dungeon, disconnected passable areas feel balanced here.",1561,0,7.0,4
48.445438385009766,37.468467712402344,dungeon,state,This Dungeon level has micro traversable path.,16493,1,23.0,1
-11.373002052307129,64.71916198730469,dungeon,state,"In Dungeon, treasures are moderately scattered.",12454,4,11.0,3
48.90522003173828,40.81568908691406,dungeon,state,"In Dungeon, a fairly long traversable path runs through the map.",17864,1,42.0,5
53.26836395263672,42.078941345214844,dungeon,state,"In Dungeon, the map has a very long traversable path.",9989,1,46.0,6
-9.658618927001953,63.79533004760742,dungeon,state,"For a Dungeon map, treasures are fairly abundant.",14499,4,15.0,5
-9.54939079284668,60.56650924682617,dungeon,state,"Within Dungeon, treasures are marginal.",16985,4,6.0,1
47.154327392578125,40.66096496582031,dungeon,state,"Playing Dungeon, a very short path spans the map.",15507,1,11.0,0
17.308788299560547,50.47406768798828,dungeon,state,"In Dungeon, some bats are scattered around.",14789,3,8.0,2
18.575611114501953,58.48452377319336,dungeon,state,"For a Dungeon map, bats are rare here.",16714,3,1.0,0
-10.774550437927246,66.15945434570312,dungeon,state,This Dungeon level has numerous treasures are scattered throughout.,12430,4,17.0,6
20.839574813842773,43.713890075683594,dungeon,state,"Playing Dungeon, bats are abundant.",14342,3,28.0,7
-21.55751609802246,40.358394622802734,dungeon,state,"Playing Dungeon, the map has a balanced number of walkable regions.",2407,0,5.0,4
20.87069320678711,49.87760925292969,dungeon,state,"In Dungeon, some bats are scattered around.",16521,3,8.0,2
20.649961471557617,36.67444610595703,dungeon,state,This Dungeon level has bats are abundant.,14657,3,94.0,7
-10.407899856567383,63.98589324951172,dungeon,state,"Within Dungeon, treasures are moderately scattered.",19230,4,13.0,4
-19.23024559020996,46.11104202270508,dungeon,state,"For a Dungeon map, few separate areas.",651,0,1.0,1
43.09907531738281,37.2137336730957,dungeon,state,"In Dungeon, path length feels moderately condensed.",9947,1,31.0,3
42.1749267578125,42.4111328125,dungeon,state,"Playing Dungeon, tiny traversable path.",15848,1,10.0,0
-18.65810203552246,62.769203186035156,dungeon,state,"Playing Dungeon, some treasures are scattered around.",16498,4,10.0,3
-17.362762451171875,45.46326446533203,dungeon,state,"Playing Dungeon, marginal separate areas appear throughout the map.",123,0,1.0,1
20.53549575805664,44.12379837036133,dungeon,state,"For a Dungeon map, bats are numerous.",16954,3,19.0,6
45.69797134399414,33.90224075317383,dungeon,state,This Dungeon level has a tiny path crosses the empty space.,10205,1,4.0,0
-16.145370483398438,36.31569290161133,dungeon,state,"For a Dungeon map, many disconnected passable regions.",2472,0,39.0,7
-19.62637710571289,37.19211196899414,dungeon,state,"For a Dungeon map, a marginal number of separate passable areas remain.",2056,0,1.0,1
41.59685516357422,38.16838455200195,dungeon,state,"Within Dungeon, tiny path length.",19532,1,5.0,0
15.726686477661133,54.35986328125,dungeon,state,"For a Dungeon map, bats are marginal here.",9813,3,6.0,1
-18.003942489624023,34.297550201416016,dungeon,state,"Playing Dungeon, several separated regions appear here.",2951,0,8.0,4
45.754188537597656,41.31644058227539,dungeon,state,"Within Dungeon, the map has a moderately restricted route.",8943,1,29.0,3
-19.9114933013916,39.16268539428711,dungeon,state,"Playing Dungeon, multiple separate passable zones appear here.",617,0,13.0,5
44.219085693359375,42.41337585449219,dungeon,state,This Dungeon level has the path is extremely lengthy.,17489,1,58.0,7
-7.220884799957275,60.47856903076172,dungeon,state,"Within Dungeon, treasures are numerous here.",10492,4,18.0,6
15.555950164794922,48.082393646240234,dungeon,state,"In Dungeon, bats are sparse here.",16675,3,6.0,1
-8.821026802062988,61.21616744995117,dungeon,state,This Dungeon level has few treasures are scattered around.,11909,4,10.0,3
19.91023826599121,55.18976974487305,dungeon,state,This Dungeon level has bats are scattered around.,13809,3,10.0,3
-5.759963035583496,60.44206619262695,dungeon,state,"In Dungeon, treasures are abundant here.",19885,4,20.0,7
19.29349136352539,48.31751251220703,dungeon,state,"For a Dungeon map, bats are moderately scattered.",8495,3,10.0,3
-20.587419509887695,41.129417419433594,dungeon,state,"For a Dungeon map, few disconnected passable areas.",1260,0,1.0,1
51.52684783935547,44.98448944091797,dungeon,state,"Within Dungeon, extensive traversable area spans the map.",8623,1,54.0,7
17.262531280517578,53.9549560546875,dungeon,state,"Playing Dungeon, bats are sparse.",15047,3,6.0,1
-21.652713775634766,41.263465881347656,dungeon,state,"In Dungeon, the map has moderate separate walkable regions.",1803,0,2.0,2
-8.309471130371094,68.5467758178711,dungeon,state,"Playing Dungeon, little treasure is scattered around.",19370,4,11.0,3
-7.9834818840026855,60.453880310058594,dungeon,state,"Playing Dungeon, treasure is abundant throughout the dungeon.",10309,4,20.0,7
15.106681823730469,48.34375762939453,dungeon,state,"Within Dungeon, some bats are scattered throughout.",15400,3,9.0,3
51.51066589355469,45.55999755859375,dungeon,state,"Within Dungeon, extremely lengthy traversable path.",12902,1,62.0,7
